answers,link,questions
"1|| Disraeli. ||2|| Caves (North Yorkshire, Lancashire and Cumbria). ||3|| Edinburgh. ||4|| Vesta (Vestal Virgins). ||5|| Borneo. ||6|| Brain. ||7|| Kamikaze attack (1944). ||8|| Charles Stewart Parnell. ||9|| Characters who can turn invisible: Alice’s Adventures in Wonderland; The Invisible Man; The Lord of the Rings; Fantastic Four comics. ||10|| The Elder and the Younger. ||11|| Inspired Elton John (and Bernie Taupin) songs: Candle in the Wind; Philadelphia Freedom; Tiny Dancer; Song for Guy. ||12|| State-owned oil companies: China; Russia; Brazil; Saudi Arabia. ||13|| Internet domains of British overseas territories: Anguilla; Bermuda; Falklands; Gibraltar; Cayman Islands; Montserrat; Turks and Caicos Islands. ||14|| Works by JM authors: Synge; Barrie; Coetzee. ||15|| Homophones: mynah; miner; minor.",https://www.theguardian.com/lifeandstyle/2022/oct/01/which-british-zoo-has-two-giant-pandas-the-saturday-quiz,1|| Which PM said: “When I want to read a novel I write one”?||2|| The Three Counties system is a 55-mile network of what? ||3|| Which British zoo has two giant pandas? ||4|| Whose priestesses took a 30-year vow of chastity? ||5|| The Dayak people are indigenous to which island?||6|| Which organ is nearly 60% fat? ||7|| The USS St Lo was the first major warship sunk by what method? ||8|| Which “uncrowned king of Ireland” died in 1891? ||What links: ||9|| Cheshire cat; Griffin; One Ring wearers; Susan Storm? ||10|| Pliny; Cato; Pieter Bruegel; William Pitt?||11|| Marilyn Monroe; Billie Jean King; Maxine Feibelman; Guy Burchett? ||12|| Sinopec; Rosneft; Petrobras; Saudi Aramco? ||13|| .ai; .bm; .fk; .gi; .ky; .ms; .tc? ||14|| The Playboy of the Western World; Peter Pan;||Disgrace? ||15|| Talkative starling; digs for coal or gold; under 18?
1|| Salman Rushdie’s Midnight’s Children. ||2|| Japanese yakuza. ||3|| Boris Becker. ||4|| Egyptian hieroglyphics. ||5|| Fado. ||6|| Great skua. ||7|| Leuven (Louvain). ||8|| Drowning. ||9|| Major ice shelves in Antarctica. ||10|| Adjectives related to heavenly bodies: Moon; Jupiter; Mars; Earth; Venus. ||11|| Washington DC sports teams: American football; baseball; ice hockey; basketball. ||12|| One-armed/one-handed musicians: 19th-century flautist; 20th-century pianist; drummer in Def Leppard. ||13|| Coastal and sea forts/towers. ||14|| Website building platforms. ||15|| Birthplaces of the three King Charleses.,https://www.theguardian.com/lifeandstyle/2022/oct/08/amalia-rodrigues-was-the-queen-of-which-iberian-music-style-the-saturday-quiz,1 ||Which novel’s title alludes to the start of 15 August 1947? ||2 ||The Sixth Yamaguchi-gumi is the largest group of what?||3 ||Which tennis player inspired the Bum Bum ice-cream? ||4 ||Which writing system was once called “letters of the birds”? ||5 ||Amália Rodrigues was the “queen” of which Iberian music style?||6 ||Bonxie is another name for which seabird?||7 ||What is the oldest university in Belgium?||8 ||A baby’s caul was said to protect against which fate?||What links||:||9 ||Ross; Filchner-Ronne; Amery; Larsen; Riiser-Larsen? ||10 ||Lunatic; jovial; martial; mundane; venereal?||11 ||Commanders; Nationals; Capitals; Wizards?||12 ||Chevalier Rebsomen; Paul Wittgenstein; Rick Allen?||13 ||Martello; Palmerston; Maunsell?||14 ||WordPress; Wix; Squarespace?||15 ||Dunfermline Palace (I); St James’s Palace (II); Buckingham Palace (III)? 
1|| US Declaration of Independence.||2|| Cornwall.||3|| North and South (Elizabeth Gaskell).||4|| Chrysler building.||5|| Harthacnut and Edward the Confessor.||6|| Smallest mammal (by mass).||7|| Versace.||8|| Bayern Munich.||9|| Ships that sank on their maiden voyage.||10|| Types of surfboard.||11|| Fictional archers: The Hunger Games; Marvel comics; The Lord of the Rings; The Walking Dead.||12|| International versions of the Great British Bake Off: Dutch; French; German.||13|| Famous nuns: Mother Teresa (original name); Singing Nun; TV art critic.||14|| Common media comparisons of size.||15|| Animals once thought to have been extinct.,https://www.theguardian.com/lifeandstyle/2022/oct/15/what-links-rms-tayleur-and-rms-titanic-the-saturday-quiz,"1|| What begins: “When in the Course of human events”?||2|| Which English county is a member of the Celtic Congress?||3|| Which novel’s original title was Margaret Hale?||4|| Which New York skyscraper has fender and hubcap decorations?||5|| Emma of Normandy was the mother of which two kings?||6|| Why is the Etruscan shrew a record-breaker?||7|| The head of Medusa is which fashion brand’s logo?||8|| Which football club is nicknamed FC Hollywood?||What links:||9|| Vasa, 1628; RMS Tayleur, 1854; RMS Titanic, 1912?||10|| Malibu; thruster; fish; gun; tow-in?||11|| Katniss Everdeen; Hawkeye; Legolas; Daryl Dixon?||12|| Heel Holland Bakt; Le Meilleur Pâtissier; Das Grosse Backen?||13|| Anjezë Gonxhe Bojaxhiu; Jeannine Deckers; Wendy Beckett?||14|| Wales; Belgium; double-decker buses; football pitches?||15|| Bermuda petrel; Laotian rock rat; terror skink; coelacanth?"
1|| Saxophone.||2|| Royal Liver building (liver birds).||3|| The Yellow Wallpaper.||4|| Typeface.||5|| George VI’s coronation in 1937.||6|| Nocino.||7|| Women’s boxing.||8|| Egyptian pharaohs.||9|| TV show theme songs by cast members.||10|| Fictional cathedral towns/cities: The Archers; Follett’s Pillars of the Earth; Hardy’s Jude the Obscure; Trollope novels.||11|| Grips in tennis.||12|| Platonic solids: number of faces (number of sides of faces) ||13|| Pontefract: name origin (pons fractus); in Pontefract cakes; died in the castle.||14|| Played Marilyn Monroe on screen.||15|| Second world war poster characters.,https://www.theguardian.com/lifeandstyle/2022/oct/22/what-links-the-monkees-to-minder-the-saturday-quiz,1|| In 1841 which instrument debuted at an exhibition in Brussels?||2|| Bella and Bertie stand on top of which building?||3|| What story was inspired by Charlotte Perkins Gilman’s postnatal psychosis?||4|| Antiqua vs Fraktur was a German dispute over what?||5|| What royal event was BBC TV’s first outside broadcast?||6|| Which Italian liqueur is made from unripe walnuts?||7|| Jane Couch is a pioneer of which sport?||8|| Which rulers wore a headcloth called a nemes?||What links:||9|| Bread; The Monkees; Minder; Crocodile Shoes; Frasier?||10|| Felpersham; Kingsbridge; Christminster; Barchester?||11|| Continental; western; semi-western; eastern; Hawaiian?||12|| 4 (3); 6 (4); 8 (3); 12 (5); 20 (3)?||13|| Broken bridge; liquorice; fate of Richard II?||14|| Ana de Armas; Michelle Williams; Kelli Garner; Mira Sorvino?||15|| Doctor Carrot; Potato Pete; Mrs Sew-and-Sew; Squander Bug?
1|| Agatha Christie.||2|| Karakoram.||3|| Bell ringing.||4|| PDSA Dickin Medal.||5|| Rangers.||6|| Bayonet (Bayonne).||7|| Sikhism.||8|| Fans of Tottenham Hotspur (Come on You Spurs).||9|| Played on screen by Matt Smith.||10|| Commonwealth Games mascots: Birmingham; Gold Coast; Glasgow; Delhi.||11|| Created Fictional utopias: Cloud Cuckoo Land; Utopia; Nowhere; Shangri-La.||12|| Thanksgiving dates.||13|| Trickster deities: Chinese; Polynesian; West African; Greek; Norse.||14|| Waters (England’s largest reservoirs).||15|| Defunct airlines.,https://www.theguardian.com/lifeandstyle/2022/oct/29/what-links-robert-mapplethorpe-and-prince-philip-the-saturday-quiz,1|| Whose estate trademarked the title “queen of crime”?||2|| What does the K in K2 stand for?||3|| What type of team is led by a tower captain?||4|| Which award is known as the animals’ Victoria Cross?||5|| Which branch of the Guides is for girls aged 14-18?||6|| What weapon is named after a French Basque city?||7|| Which religion was established by the 10 gurus?||8|| Whose fans use the #COYS hashtag?||What links:||9|| Christopher Isherwood; Prince Philip; Robert Mapplethorpe; Charles Manson?||10|| Perry the bull; Borobi the koala; Clyde the thistle; Shera the tiger?||11|| Aristophanes; Thomas More; William Morris; James Hilton?||12|| 10 October in Canada and 24 November in the US?||13|| Monkey; Maui; Anansi; Eris; Loki?||14|| Grafham; Hawes; Rutland; Kielder?||15|| Monarch; Laker; Sabena; Malev; Pan Am?
1|| Fruit flies (Drosophilia).||2|| Australia (decimal currency introduced).||3|| Jesus’s cross (in the synoptic Gospels).||4|| Barbara Cartland (Raine Spencer).||5|| Colombia and Chile.||6|| Nelson Mandela (with the Special AKA)||7|| Forest Green Rovers.||8|| Circus.||9|| “Venus” statues found there.||10|| Singers with Queen.||11|| Named in Cambridge colleges: Queens’; Lucy Cavendish; Hughes Hall.||12|| Safety devices in Formula One cars.||13|| Long arms: Yuri Dolgoruky (lit. the long armed); Mr Tickle; Stretch Armstrong.||14|| Provinces of the Roman empire.||15|| Wore black: Woman in Black (Susan Hill story); Man in Black singer; Black Knight golfer; All Black rugby player.,https://www.theguardian.com/lifeandstyle/2022/nov/12/which-writers-daughter-was-princess-dianas-stepmother-the-saturday-quiz,"1|| Six Nobel prizes have involved research into which insects? ||2|| Where did Changeover Day take place on 14 February, 1966?||3|| What was carried by Simon from Cyrene?||4|| Which writer’s daughter was Princess Diana’s stepmother?||5|| Which two South American countries have Atlantic and Pacific coastlines?||6|| Stan Campbell sang which 1980s protest song?||7|| What claims to be the world’s first fully vegan football club?||8|| Where did liberty horses perform?||What links:||9|| Milos, Greece; Arles, France; Willendorf, Austria?||10|| Mercury; Rodgers; Lambert? ||11|| Margaret of Anjou & Elizabeth Woodville; Lucy Cavendish; Elizabeth Hughes?||12|| Roll hoop; halo; Hans device?||13|| Founder of Moscow; first Mr Men character; 1976 Kenner action doll?||14|| Lusitania; Aquitania; Dacia; Belgica; Britannia?||15|| Jennet Humfrye; Johnny Cash; Gary Player; Jonah Lomu?"
"1|| Volodymyr Zelenskiy.||2|| The Feminine Mystique by Betty Friedan.||3|| Jellyfish (||Turritopsis dohrnii||, so-called immortal jellyfish).||4|| Most popular name for baby boys (England and Wales).||5|| Canaries.||6|| Rugby union and league.||7|| Munich’s Oktoberfest.||8|| Amazon, Apple, Facebook, Google and Microsoft.||9|| Born in Ghent.||10|| Brutalist architecture in London.||11 Works by recent Nobel literature laureates: Annie Ernaux; Abdulrazak Gurnah; Louise Glück; Peter Handke; Olga Tokarczuk.||12|| Lego ranges.||13|| Baseball’s American League home run record progression.||14 Caribbean newspapers: Jamaica; Cuba; Barbados; Saint Kitts and Nevis.||15|| Surnames of mononymous entertainers: Cher; Madonna; Zendaya; Beyoncé.",https://www.theguardian.com/lifeandstyle/2022/nov/05/what-last-went-down-british-coalmines-in-1986-the-saturday-quiz,1|| Who won the debut season of Ukraine’s Dancing With the Stars?||2|| Which 1963 book is credited with inspiring second-wave feminism?||3|| A species of which animal is biologically immortal?||4|| Noah replaced Oliver as what last year?||5|| What last went down British coalmines in 1986?||6|| Which sports would a dual-code international play?||7|| Which festival takes place at the Wiesn?||8|| Who are the Big Five of Big Tech?||What links:||9|| Emperor Charles V; John of Gaunt; Hugo van der Goes; Bradley Wiggins?||10|| Barbican; Brunswick Centre; Robin Hood Gardens; Trellick Tower?||11|| The Years; By the Sea; Averno; Kaspar; Flights?||12|| Architecture; Batman; Creator; Duplo; Ninjago?||13|| Ruth (60 in 1927); Maris (61 in 1961); Judge (62 in 2022)?||14|| The Gleaner; Granma; the Nation; the Labour Spokesman?||15|| Sarkisian; Ciccone; Stoermer Coleman; Knowles? 
1|| Berthe Morisot.||2|| Hummingbird (blue-throated).||3|| Drake.||4|| Belgium.||5|| Peter de Savary.||6|| Dubliners by James Joyce.||7|| Green Party.||8|| Lucha libre wrestling.||9|| Battleships game (values per 2002 Hasbro edition).||10|| Hits for sisters: Beverley Sisters; Pointer Sisters; Sister Sledge; Las Ketchup.||11|| Locations for historical Councils of the Catholic Church.||12|| Theatre companies.||13|| Played football for Manchester City and Manchester United.||14|| TV spin-offs from The Mary Tyler Moore Show.||15|| Eaten after losing bets (chocolate hat in Paddy Ashdown’s case).,https://www.theguardian.com/lifeandstyle/2022/dec/03/which-tycoon-once-owned-lands-end-and-john-ogroats-the-saturday-quiz,"1|| Which woman had nine works in the first impressionist exhibition?||2|| Which bird’s heart beats up to 1,260 times a minute?||3|| Who is the all-time most streamed artist on Spotify?||4|| Whose neutrality was guaranteed by the 1839 Treaty of London?||5 ||Which tycoon once owned Land’s End and John o’ Groats?||6|| Which book begins with The Sisters and ends with The Dead?||7|| What party originated in Coventry as PEOPLE in 1972?||8|| Luchadores perform what form of entertainment?||What links:||9|| Carrier (5); destroyer (3); submarine (3); patrol boat (2)?||10|| Little Donkey; Automatic; Lost in Music; The Ketchup Song?||11|| Nicaea; Rome; Lyon; Constance; Trent?||12|| Shared Experience; Punchdrunk; Cheek By Jowl; Complicité?||13|| Law; Kidd; Schmeichel; Cole; Tevez?||14|| Rhoda; Phyllis; Lou Grant?||15 ||Werner Herzog (shoe); Matthew Goodwin (book); Paddy Ashdown (hat)?"
1|| Rafael Trujillo (the Dominican Republic).||2|| Cane toad.||3|| Jainism.||4|| Harlem Globetrotters basketball team.||5|| Public Image Ltd (The Public Image).||6|| Stars.||7|| Heinz bet.||8|| Biba.||9|| Played scarecrows: The Wizard of Oz; Worzel Gummidge; villain in Batman Begins.,https://www.theguardian.com/lifeandstyle/2022/apr/09/what-links-jon-pertwee-and-cillian-murphy-the-saturday-quiz,"1|| Which Caribbean dictator raised more than 2,000 statues to himself?||2|| Which amphibian was introduced to Australia in 1935?||3|| Which religion is divided into sky-clad and white-clad sects?||4|| The Washington Generals were whose longtime opponents?||5|| Which post-punk group was named after a Muriel Spark novel?||6|| What are mapped on a Hertzsprung-Russell diagram?||7|| A wager containing 57 individual bets is known as what?||8|| Which shop was opened in 1964 by Barbara Hulanicki?||What links:||9|| Ray Bolger; Jon Pertwee; Cillian Murphy?||10|| Last Greek letter; Roy Orbison; sexual climax?||11|| Ptarmigan; stoat; mountain hare; arctic fox; collared lemming?||12|| Otis; Schindler; Kone; TKE?||13|| Alexander the Great; Charles the Bold; Don Carlos; Prince Charles?||14|| China (1); Indonesia (3); USA (6); Russia (11)?||15|| A Wizard of Earthsea; A Perfect Spy; Uncle Silas?"
"1|| Up an oak tree (at Boscobel House).||2|| Iguazu Falls.||3|| Walter White (according to Breaking Bad creator Vince Gilligan).||4|| Keira Walsh (reported £350,000 from Man City to Barcelona).||5|| Diamonds.||6|| Climate types.||7|| The Mahabharata.||8|| Britain importing 2/3 of its cheese (plus apples and pears).||9|| Nicknamed Gentleman: diarist G Jack; boxer G Jim; snooker player.||10|| World’s largest country subdivisions.||11|| Former or current London department stores.||12|| Add a letter: Go; Goa; goat; groat.||13|| Attendees of play parties: Mike Leigh’s Abigail’s Party; Pinter’s The Birthday Party; TS Eliot’s The Cocktail Party.||14|| Historical pole/spear weapons.||15|| Birds of paradise.",https://www.theguardian.com/lifeandstyle/2022/nov/26/where-did-charles-ii-spend-6-september-1651-the-saturday-quiz,"1|| Where did Charles II spend 6 September 1651?||2|| What natural wonder lies between Argentina and Brazil?||3|| Which TV character turned from “Mr Chips into Scarface”?||4|| Who is the world’s most expensive female footballer?||5|| What was discovered on the De Beer brothers’ farm in 1871?||6|| What are categorised by the Köppen classification system?||7|| The Bhagavad Gita is part of which larger work?||8|| What did Liz Truss brand “a disgrace” at the 2014 Tory conference?||What links:||9|| Anne Lister; James Corbett; Joe Perry?||10|| Sakha Republic and Krasnoyarsk Krai, Russia (1st and 3rd); Western Australia (2nd)?||11|| Whiteley’s; John Barnes; Peter Jones; Derry & Toms?||12|| Chinese board game; Portuguese India; caprine; 4p coin?||13|| Beverly and Laurence; Goldberg and McCann; Edward and Lavinia?||14|| Assegai; bardiche; partisan; pilum; sarissa?||15|| Magnificent; splendid; Twelve-wired; Raggiana; King of Saxony?"
"1|| Richard I.||2|| Black holes.||3|| Happy Birthday, Mr President.||4|| Tony Wilson.||5|| Tasmania.||6|| Baseball.||7|| Fanny (Frances) Burney.||8|| Jaguar.||9|| Poisonous fungi.||10|| Depicted sleeping in artworks.||11|| Pennine Way footpath.||12|| Boxing weights: fly; bantam; feather; light.||13|| Film titles inspired by the Book of Revelation.||14|| Constituencies of this year’s prime ministers: Sunak; Truss; Johnson.||15|| Musical alter egos: Lady Gaga; Beyoncé; Tupac; Prince; Garth Brooks.",https://www.theguardian.com/lifeandstyle/2022/nov/19/what-links-a-small-chicken-and-visible-radiation-the-saturday-quiz,"1|| Which king of England spent less than 10% of his reign here?||2|| Cygnus X-1, in 1971, was the first of what to be identified?||3|| What did Marilyn Monroe sing on 19 May 1962?||4|| Which Mancunian is called a “cultural catalyst” on his gravestone?||5|| Which island was once called Van Diemen’s Land?||6|| In what sport were the Astros guilty of sign stealing?||7|| Which writer was also known as Madame D’Arblay?||8|| Relative to size, which big cat has the most powerful bite?||What links:||9|| Fool’s funnel; destroying angel; death cap; jack o’lantern?||10|| John Giorno (Andy Warhol); Isobel Boyt (Lucian Freud); David Beckham (Sam Taylor-Johnson)?||11|| Kirk Yetholm and Edale?||12|| Musca domestica; small chicken; plumage; visible radiation?||13|| Pale Rider; The Seventh Seal; Come and See; Armageddon?||14|| Richmond; South West Norfolk; Uxbridge and South Ruislip?||15|| Jo Calderone; Sasha Fierce; Makaveli; Camille; Chris Gaines?"
1|| George V.||2|| Beijing (2008 and 2022).||3|| Hogarth Press.||4|| Halley’s comet.||5|| Morphine (Morpheus).||6|| Stanley Spencer.||7|| Steam locomotive built by British Railways.||8|| Earthquakes.,https://www.theguardian.com/lifeandstyle/2022/apr/16/what-links-julian-assange-with-dominic-cummings-the-saturday-quiz,"1|| Which British monarch had a dragon tattoo?||2|| Which city has hosted both the summer and winter Olympics?||3|| Virginia Woolf co-founded which publishing house?||4|| What should be back in 2061?||5|| Which drug is named after an ancient god of dreams?||6|| Who painted himself and his wife naked with a leg of lamb?||7|| The 92220 Evening Star was the last of what?||8|| Drop, cover and hold on is the safety drill for what?||What links:||9|| African sacred; giant; scarlet; northern bald; Australian white?||10|| Julian Assange; Dominic Cummings; Alan Turing; Louis Wain?||11|| Gott! Welch’ Dunkel hier!; E lucevan le stelle; Vois ma misère, hélas!?||12|| 32 London Bridge Street; 30 St Mary Axe; 1 Canada Square?||13|| Punta Gallinas, Colombia, and Cape Froward, Chile?||14|| Celtic; Mogul; Renegade; Trailblazer; Eagle?||15|| Mars-la-Tour; Gravelotte; Sedan; Le Mans?"
1|| Chiang Kai-shek.||2|| Stuckism.||3|| Pie in a bread roll.||4|| Fortingall yew.||5|| Frankenstein’s monster.||6|| Mozambique.||7|| International Bartenders Association.||8|| Grammys.,https://www.theguardian.com/lifeandstyle/2022/may/14/an-authority-on-cocktails-what-is-the-iba-the-saturday-quiz,"1|| Who is the only Christian to have ruled China?||2|| Which art movement was named from a Tracey Emin insult?||3|| What delicacy is a Wigan slappy?||4|| Which ancient tree stands in a Perthshire churchyard?||5|| In an 1818 novel, who said: “I am thy creature: I ought to be thy Adam”?||6|| Which Commonwealth country’s official language is Portuguese?||7|| An authority on cocktails, what is the IBA?||8|| Which entertainment awards had 86 categories this year?||What links:||9|| Ox; eagle; lion; man?||10|| Kirsty Lang; Tom Sutcliffe; Nick Clarke?||11|| Arabian; Bactrian; wild Bactrian?||12|| Weber Cup; Mosconi Cup; Ryder Cup; Solheim Cup?||13|| Brayton; Carnot; Otto; Rankine?||14|| Malaysia; Cameroon; Ghana; Nigeria; St James’s Gate, Dublin?||15|| Daphne Bridgerton; Anna Leonowens; Marwood?"
"1|| Fantasia.||2|| Voyager 1 probe (2012).||3|| ||Kākāpō||.||4|| Hatter.||5|| King of Thailand (Vajiralongkorn/Rama X).||6|| Formentera.||7|| Lyon, France.||8|| Vietnam Veterans memorial.",https://www.theguardian.com/lifeandstyle/2022/apr/23/what-links-liz-fraser-and-nicolette-the-saturday-quiz,"1|| Walt Disney said, “Gee, this’ll make Beethoven” when he saw which film?||2|| What was the first human-made object to leave the solar system?||3|| What is the only flightless parrot?||4|| Lock & Co is the oldest of what type of shop?||5|| Which monarch was crowned under the Royal Nine-Tiered Umbrella?||6 ||Which island is known as Ibiza’s little sister?||7|| Interpol HQ is in which city?||8|| Maya Lin designed which Washington DC memorial?||What links:||9|| Liz Fraser; Shara Nelson; Tracey Thorn; Nicolette?||10|| Tomato; potato; aubergine; winter cherry?||11|| Deane (1); Cantona (100); Newell (1,000); Ferdinand (10,000)?||12|| Kara; Kachera; Kirpan; Kesh; Kanga?||13|| Bernard Levin; Russell Harty; Chris Rock?||14|| Toblerone; Coors; Paramount; North Face?||15|| 220 and 284; 1184 and 1210; 2620 and 2924?"
1|| Bowie’s Ziggy Stardust.||2|| Adlestrop (Edward Thomas).||3|| Primark.||4|| Mother Teresa.||5|| Postbox.||6|| Delphi.||7|| Salford (Man Utd FC borrowed the nickname).||8|| Ask me anything.,https://www.theguardian.com/lifeandstyle/2022/apr/30/which-rugby-league-team-were-the-original-red-devils-the-saturday-quiz,"1|| Which alter ego was killed off in Hammersmith on 3 July 1973?||2|| “No one left and no one came” is a line from which poem?||3|| Which retailer began as Penneys in Dublin?||4|| Whose sainthood was formally opposed by Christopher Hitchens?||5|| The hexagonal Penfold is an old design of what?||6|| What did ancient Greeks regard as the centre of the world?||7|| Which rugby league team were the original red devils?||8|| On social media, what does AMA stand for?||What links:||9|| Sun Tzu (War); Schopenhauer (Being Right); Donald Trump (the Deal)?||10|| The Plain; Montagnards; Girondins; Jacobins?||11|| Canton, OH; Cooperstown, NY; Springfield, MA; Toronto?||12|| 0.0000158 light years; 149,598,000km; 1au?||13|| Outstanding; Exceeds Expectations; Acceptable; Poor; Dreadful; Troll?||14|| King of northern Israel (4); oldest person (8); king of Babylon (20)?||15|| Bradshaw Peak; Mount Fiennes; Heywood Glacier; Penden Cliffs?"
"1|| Rudolf Hess.||2|| Dolly Parton’s I Will Always Love You.||3|| Runes.||4|| Comets.||5|| Miami Dolphins (1972).||6|| The National Archives (Public Record Office and Historical Manuscripts Commission, later joined by the Office of Public Sector Information and Her Majesty’s Stationery Office).||7|| John Wycliffe.||8|| The Beatles: Get Back (according to ||the Guardian’s Alexis Petridis||).",https://www.theguardian.com/lifeandstyle/2022/may/07/what-was-eight-hours-of-tv-so-aimless-it-threatens-your-sanity-the-saturday-quiz,"1|| Who parachuted into Scotland on 10 May 1941?||2|| Which song was inspired by a split from Porter Wagoner?||3|| Which letters make up the futhark alphabet?||4|| What astronomical objects are known as dirty snowballs?||5|| Which team played the NFL’s only perfect season?||6|| The PRO and HMC merged to form which academic resource?||7|| Which Englishman was posthumously declared a heretic in 1415?||8|| What was “eight hours of TV so aimless it threatens your sanity”?||What links:||9|| Some Pig, Terrific, Radiant, Humble?||10|| Jefferson; Carson; Salt Lake; Oklahoma?||11|| The Hurt Locker; Nomadland; The Power of the Dog?||12|| Moon; Tyr; Odin; Thor; Frigg; Saturn; Sun?||13|| Clownfish and anemones; woolly bats and pitcher plants; ants and aphids?||14|| Clisson and Eugénie; The Cardinal’s Mistress; Zabibah and the King?||15|| Achilles; Esfandiyār; Siegfried?"
1|| David’s The Death of Marat.||2|| Gargantuan.||3|| Abdication crisis.||4|| Peter Maxwell Davies.||5|| Water.||6|| Adam.||7|| Bologna.||8|| Anglican clergy.,https://www.theguardian.com/lifeandstyle/2022/may/21/what-did-mary-of-teck-call-a-pretty-kettle-of-fish-the-saturday-quiz,"1|| Which painting shows the aftermath of a visit from Charlotte Corday?||2|| What word meaning enormous comes from a work by Rabelais?||3|| What did Mary of Teck call a “pretty kettle of fish”?||4|| Which composer wrote 10 Strathclyde Concertos?||5|| Dihydrogen monoxide is better known as what?||6|| In Jewish myth, Lilith was whose first wife?||7|| Asinelli and the Garisenda are the leaning towers of which city?||8|| What are listed in Crockford’s Directory?||What links:||9|| Blemmyes; Sciapods; Cynocephali?||10|| When Skies are Grey; The City Gent; The Square Ball; Red Issue?||11|| Bolivia; South Africa; Malaysia; Eswatini?||12|| Stop Making Sense; Kick Out the Jams; Under a Blood Red Sky; At Folsom Prison?||13|| Richard Wilkins; Alf Roberts; Tommy Carcetti; Joe Quimby?||14|| Cannae; Arausio; Carrhae; Teutoburg Forest; Edessa?||15|| Wales; Devon; coal; Jura mountains; chalk?"
"1|| Mick Jagger and Keith Richards.||2|| Carp.||3|| Tina Brown.||4|| Sphinx.||5|| Car door (with far hand, to encourage awareness of cyclists).||6|| Cricket’s County Championship.||7|| Franco-Prussian war.||8|| Marshall McLuhan.",https://www.theguardian.com/lifeandstyle/2022/may/28/what-links-janet-leigh-and-rihanna-the-saturday-quiz,1|| Who met at Dartford station on 17 October 1961?||2|| Goldfish belong to which family of fish?||3|| Which Briton was the first woman to edit the New Yorker?||4|| Which monster blocked the road to Thebes?||5|| What is opened with a Dutch reach?||6|| Where do winning teams get between 16 and 24 points?||7|| Which conflict was incited by the Ems telegram?||8|| The term “global village” was coined by which Canadian theorist?||What links:||9|| Listing; joining; gapping; bracketing?||10|| Krakowiak; kujawiak; mazur; oberek?||11|| Merrick Garland; Harriet Miers; G Harrold Carswell; Robert Bork?||12|| Gastornis; Kelenken; Argentavis; Haast’s eagle?||13|| New York; Eastbourne; London; Giffnock; Edinburgh?||14|| Brutus; Leir; Vortigern; Clotenus; Uther?||15|| Rihanna; Anne Heche; Janet Leigh?
1|| Keri Hulme (The Bone People).||2|| Georgia.||3|| Charles I.||4|| Railways.||5|| CBGB.||6|| Tequila.||7|| The Entertainer (John Osborne).||8|| Royal College of Art (1837).,https://www.theguardian.com/lifeandstyle/2022/jun/18/which-spirit-is-made-from-the-blue-agave-plant-the-saturday-quiz,"1|| Who won the Booker prize with her first and only novel?||2|| Which national flag features five red crosses?||3|| Which grandson of Mary Queen of Scots shared her fate?||4|| Wheeltappers worked in which industry?||5|| Which Bowery club was the centre of New York punk?||6|| Which spirit is made from the blue agave plant?||7|| “Don’t clap too hard, it’s a very old building” is a line from which play?||8|| Which college was founded as the Government School of Design?||What links:||9|| Walter Raleigh; HG Wells; Arnold Toynbee; EH Gombrich?||10|| Uneven bars and balance beam (artistic); all events (rhythmic)?||11|| Sky candle; bone house; wave swine; whale road?||12|| Ronnie Carroll; Cliff Richard; Cheryl Baker; Sally Ann Triplett?||13|| Heather, M People; Jon, C4 News; Jon, Big Brother 4; Mark, Kingsman actor?||14|| Édouard de Laboulaye; Frédéric Bartholdi; Gustave Eiffel?||15|| Phone booth; hot tub; police box; DMC-12 car?"
1|| Casanova.||2|| Winchester (Licoricia).||3|| Ghana.||4|| Pizzagate (in Washington DC).||5|| Television (by John Logie Baird).||6|| Kiel Canal.||7|| Amphibians.||8|| Iditarod (sled dog race).||9|| Books of the Mormon Bible.,https://www.theguardian.com/lifeandstyle/2022/apr/02/what-links-condor-hands-monkey-spider-and-whale-the-saturday-quiz,"1|| Which libertine was Count von Waldstein’s librarian?||2|| Where is Britain’s only statue of a medieval Jewish woman?||3|| Highlife music originated in which country?||4|| Which conspiracy theory centred on the Comet Ping Pong restaurant?||5|| A prototype of what was first publicly demonstrated in Selfridges in 1925?||6|| Which waterway divides Schleswig-Holstein?||7|| What animal class is named from the Greek for “double life”?||8|| Which race is run between Anchorage and Nome, Alaska?||What links:||9|| Alma; Ether; Jarom; Moroni; Nephi; Omni?||10|| Charley Says; The Spirit of Dark and Lonely Water; Splink; Tufty; Clunk Click?||11|| Chrissie Hynde; The Waitresses; The Black Keys; Devo?||12|| Normal; reverse; strike-slip; oblique?||13|| Companion of Artemis; mother of Minos; cupbearer of Zeus; daughter of Inachus?||14|| Condor; hands; monkey; spider; whale (in southern Peru)?||15|| Shakespeare; Sherwood King; Booth Tarkington; Franz Kafka?"
