Customer Id,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
8P0HL3S94E2N,28,Government Sector,No,300000,4,1,No,No,No
404KZFLMCWF8,28,Government Sector,Yes,600000,7,1,No,No,Yes
L9B69TSVRFP8,28,Government Sector,Yes,300000,2,0,No,No,No
W5BVK6DYBB81,28,Private Sector/Self Employed,Yes,800000,7,1,No,No,Yes
IBT2TZP1E4M5,31,Government Sector,No,400000,4,0,No,No,No
CFRMKZ1IYYKI,28,Private Sector/Self Employed,Yes,750000,4,0,No,No,Yes
Q6DOJ3U5SMT2,28,Private Sector/Self Employed,Yes,1400000,2,0,No,Yes,Yes
MIGEY1O1IFTC,34,Government Sector,Yes,1300000,4,0,No,No,No
86B040LJEDID,33,Government Sector,Yes,400000,5,0,No,No,No
902BZVHIWWXR,25,Private Sector/Self Employed,Yes,1400000,6,0,No,Yes,Yes
OSOFRGBIUBN0,28,Private Sector/Self Employed,Yes,700000,2,1,No,No,No
A9QMDTS5C6JS,33,Government Sector,Yes,1100000,5,0,No,No,No
M5ZEP9K7HQBY,34,Private Sector/Self Employed,Yes,700000,2,0,No,No,No
4UMBMW8QLYEW,34,Private Sector/Self Employed,Yes,850000,2,0,No,No,No
EZ6OAOVZHKFM,28,Private Sector/Self Employed,Yes,700000,4,1,No,No,No
QRPH1OL038LM,28,Private Sector/Self Employed,Yes,500000,6,1,No,No,No
ITA6TWKKYJEY,28,Private Sector/Self Employed,Yes,1100000,4,1,No,No,No
YW9SMR6C4RVV,31,Private Sector/Self Employed,Yes,1250000,3,0,No,No,No
XPUKDTKPQDFB,26,Private Sector/Self Employed,Yes,1400000,7,1,Yes,Yes,Yes
PLEHXWUQDWL1,28,Government Sector,Yes,300000,4,1,No,No,Yes
ONISKM2953BX,27,Government Sector,Yes,500000,4,0,No,No,Yes
KN0REYL6PCUV,28,Private Sector/Self Employed,Yes,800000,4,1,Yes,No,No
IO3DOLMOEEQK,26,Government Sector,Yes,500000,3,0,No,No,No
8LQPVBZWCD0W,33,Government Sector,Yes,800000,6,0,No,No,Yes
DYSK0W2K3ZSZ,30,Private Sector/Self Employed,No,550000,3,0,No,No,No
NXBXJ3IC098M,35,Private Sector/Self Employed,No,800000,6,0,Yes,No,Yes
II8GUZYX2CQ2,25,Government Sector,Yes,750000,5,0,No,No,No
4KS84539ZJPN,27,Private Sector/Self Employed,No,350000,4,0,No,No,No
KBFC1V7C3ZPY,31,Government Sector,Yes,400000,2,0,No,No,No
XPBYSIQ26ZBR,28,Government Sector,Yes,300000,7,1,No,No,No
RTVZH3I8L2LH,34,Private Sector/Self Employed,Yes,1300000,5,0,No,No,No
WXQ2MCM9G4PQ,25,Private Sector/Self Employed,No,1150000,6,0,No,No,Yes
3M9JAAJCFCEC,27,Government Sector,Yes,850000,5,1,No,Yes,No
5STWFQXQ17BO,31,Private Sector/Self Employed,Yes,1100000,4,1,No,No,No
TGH0VXSEJ3D5,28,Private Sector/Self Employed,Yes,1100000,6,0,Yes,No,No
H8UA4LB6HHVB,28,Private Sector/Self Employed,Yes,750000,4,0,No,No,No
DBMNBF4VUASS,29,Private Sector/Self Employed,Yes,500000,3,0,No,No,Yes
UEYWAZWRZSFA,28,Government Sector,Yes,600000,4,1,No,No,No
8C89I1M4E9QB,33,Government Sector,Yes,700000,6,1,No,No,Yes
89LXJO4GIDAY,27,Government Sector,Yes,900000,5,1,No,Yes,No
47YTYTZDGH8H,25,Private Sector/Self Employed,Yes,1400000,5,0,No,Yes,Yes
YKP9EGTTW142,34,Private Sector/Self Employed,Yes,700000,8,0,No,No,Yes
GL8RM8HLG57J,28,Private Sector/Self Employed,Yes,1250000,5,0,No,No,No
QO5DK7CA6RSO,28,Private Sector/Self Employed,Yes,650000,4,0,Yes,No,No
CGRP0PZX2HMM,34,Private Sector/Self Employed,Yes,1000000,4,0,No,No,No
QNZ42HRURK2K,28,Private Sector/Self Employed,Yes,700000,4,1,No,No,No
ATY0TOGKLZZQ,32,Government Sector,Yes,650000,5,1,No,No,No
SQ4O79VFCR60,31,Government Sector,Yes,1200000,5,1,No,No,Yes
N1M2FN8ZI9A9,28,Private Sector/Self Employed,Yes,750000,4,0,Yes,Yes,No
STTUZCZWA7TI,31,Government Sector,Yes,1500000,6,0,Yes,Yes,Yes
EROIOPUD2CHO,28,Government Sector,No,300000,6,0,No,No,No
YIL3HZWZVYCJ,31,Government Sector,No,400000,5,0,No,No,No
AQ6SPOAM0Z45,32,Government Sector,Yes,850000,3,0,No,No,No
IWE0RMF4XWO3,31,Private Sector/Self Employed,Yes,900000,3,1,No,No,No
H2JE30GOGSZH,32,Government Sector,Yes,350000,3,0,No,No,No
V5F69XWWXGOL,31,Private Sector/Self Employed,Yes,1400000,3,0,Yes,Yes,Yes
X5VH81IOFUR3,33,Government Sector,Yes,1000000,4,0,Yes,Yes,No
IK53LGM0T45Y,27,Private Sector/Self Employed,No,450000,3,0,No,No,Yes
7NWHGLSGXKQY,33,Government Sector,Yes,600000,4,0,No,No,No
7EY350QBPMV0,35,Private Sector/Self Employed,No,800000,6,1,No,Yes,Yes
XP3DBGY6LO6W,27,Government Sector,Yes,900000,4,0,Yes,No,No
MVTY6JJMBPPK,25,Private Sector/Self Employed,Yes,1400000,5,1,No,Yes,Yes
O8AN4U1ISK4A,28,Private Sector/Self Employed,Yes,500000,5,1,No,No,Yes
I7ZX2N17GEXH,33,Private Sector/Self Employed,Yes,550000,4,0,Yes,No,No
UEG7Q9Y86N89,31,Private Sector/Self Employed,Yes,1400000,4,1,No,Yes,No
8QO1RN6Z33ZW,32,Government Sector,Yes,900000,2,0,Yes,No,No
I0O53UXOBNX8,29,Private Sector/Self Employed,Yes,500000,3,0,No,No,No
QXXIZ8ODG5DQ,27,Government Sector,Yes,850000,4,1,Yes,Yes,Yes
UTV83GHDYQUI,28,Government Sector,Yes,300000,2,0,No,No,No
9DGQ36QP6ZBA,26,Private Sector/Self Employed,Yes,500000,2,1,No,No,No
N2V9SD9SWK0F,29,Private Sector/Self Employed,Yes,1100000,7,0,Yes,No,No
3EDUS5P7IYGE,33,Government Sector,Yes,800000,3,0,Yes,No,No
R87RL81T2CA1,34,Private Sector/Self Employed,Yes,1050000,5,0,No,No,No
TKKXF1UYO6QV,26,Government Sector,Yes,500000,7,1,No,No,No
ZDODLSETBI5J,28,Private Sector/Self Employed,Yes,1100000,8,0,No,No,No
30NJVB48XFNS,28,Private Sector/Self Employed,Yes,1150000,6,0,No,No,No
Q7F0CG5DS6UU,35,Private Sector/Self Employed,No,950000,9,0,No,No,Yes
3RZUHUI7Y2U3,31,Private Sector/Self Employed,Yes,950000,4,0,No,No,No
6GNJ7MXCKYKD,30,Private Sector/Self Employed,No,800000,5,0,No,No,Yes
TZGY8RIVZHEW,29,Private Sector/Self Employed,Yes,1050000,5,1,No,No,No
9ELC0WAJJIBS,29,Private Sector/Self Employed,Yes,500000,4,0,No,No,No
ZWHAD0NLN2Z7,35,Private Sector/Self Employed,No,800000,4,0,No,No,No
O502GDE7U0YA,28,Private Sector/Self Employed,Yes,1100000,6,0,No,No,No
GD18OEX2R138,31,Private Sector/Self Employed,Yes,1350000,5,0,No,Yes,Yes
IIF3AXOUU813,34,Private Sector/Self Employed,Yes,1000000,4,0,No,No,Yes
78S4A8OBTZOM,28,Private Sector/Self Employed,Yes,1350000,9,0,No,Yes,Yes
9FAKENTBNZM5,34,Private Sector/Self Employed,Yes,1000000,9,0,No,No,Yes
96KQFABISEE8,34,Private Sector/Self Employed,Yes,850000,4,0,No,Yes,No
6ZTW7HJTAJU6,33,Private Sector/Self Employed,Yes,550000,3,1,No,No,Yes
KQ9ESKS77KWR,31,Private Sector/Self Employed,Yes,1350000,5,0,No,Yes,Yes
T8ORM2OPQFW1,33,Private Sector/Self Employed,Yes,550000,5,1,No,No,No
2ZKKQYZARWWN,28,Private Sector/Self Employed,Yes,800000,4,0,No,No,No
M2891YLU0Z14,28,Private Sector/Self Employed,Yes,1300000,6,0,No,No,Yes
RAAD22JXT9OI,28,Private Sector/Self Employed,Yes,800000,5,0,Yes,No,No
07FDLAU83VYB,29,Private Sector/Self Employed,Yes,900000,7,0,No,No,Yes
HBJM60167JCD,31,Government Sector,Yes,400000,5,0,No,No,No
6ZWJFDABTT19,25,Private Sector/Self Employed,Yes,1400000,8,0,No,Yes,Yes
UGNN65STR7OL,29,Private Sector/Self Employed,Yes,500000,6,0,No,No,No
3QAFDIGAZ3NI,29,Private Sector/Self Employed,Yes,600000,3,0,No,No,No
0D9MAV5RP033,27,Government Sector,Yes,900000,6,0,Yes,Yes,No
5ZQHE0955KW3,28,Private Sector/Self Employed,Yes,1100000,4,0,No,No,No
GE9DH9XLDKHB,28,Private Sector/Self Employed,Yes,1100000,7,1,No,No,Yes
BPPOTMP5VP0W,33,Government Sector,Yes,400000,6,0,No,No,Yes
YY00CIKI86O8,28,Private Sector/Self Employed,No,550000,4,1,No,Yes,Yes
9APLFEIQGF8R,25,Government Sector,Yes,750000,2,0,No,Yes,Yes
4PJW7LJ4XI2G,31,Private Sector/Self Employed,Yes,1400000,4,0,No,Yes,Yes
E4YEWYQCX8ME,35,Government Sector,Yes,1100000,4,0,Yes,No,Yes
Y410UC2CGNCL,31,Private Sector/Self Employed,Yes,1400000,6,0,No,Yes,Yes
6IYHAAJF9O1V,31,Private Sector/Self Employed,Yes,1350000,3,0,No,Yes,Yes
OF3CCZ1XQUTJ,35,Private Sector/Self Employed,No,950000,6,0,Yes,No,Yes
MQ60GLFMSHYP,25,Private Sector/Self Employed,No,1150000,5,0,No,No,Yes
OQQ86SMLVRTM,33,Private Sector/Self Employed,Yes,1400000,5,0,No,Yes,Yes
AV0MU6TRG950,27,Government Sector,Yes,500000,5,0,No,No,No
KR8ZXSS865MH,28,Private Sector/Self Employed,Yes,1450000,6,0,Yes,Yes,Yes
XA8H0URSO0ML,27,Government Sector,Yes,500000,4,0,No,No,Yes
X39R16HJEN01,35,Private Sector/Self Employed,No,800000,4,0,No,No,No
U19E3QFLLV8D,26,Private Sector/Self Employed,Yes,1500000,7,0,Yes,Yes,No
9AIJ9TLWF0L0,33,Government Sector,Yes,700000,3,1,No,No,Yes
B73KYDVE1NHZ,29,Private Sector/Self Employed,Yes,500000,2,0,No,No,No
9REVZV1ZDV2G,31,Private Sector/Self Employed,Yes,1350000,3,0,Yes,Yes,Yes
OHDC4AVFSH8K,34,Private Sector/Self Employed,Yes,1500000,5,1,Yes,Yes,No
WU5IDB4ZT4VP,26,Private Sector/Self Employed,Yes,600000,5,1,No,No,No
VY0T5VH4UASS,34,Private Sector/Self Employed,Yes,1500000,3,0,Yes,Yes,Yes
3XQTMZ4344JC,31,Private Sector/Self Employed,Yes,1350000,4,0,No,Yes,Yes
PUTLKGDNU46U,28,Government Sector,No,300000,5,0,No,No,No
2YIZ4QE8L9S5,31,Private Sector/Self Employed,Yes,1250000,3,1,No,No,No
T0QS2KFKAR8M,25,Private Sector/Self Employed,Yes,1700000,3,0,Yes,No,Yes
PZ24JQRMXLZN,28,Private Sector/Self Employed,Yes,700000,5,0,Yes,No,No
648ANP73VTJO,25,Private Sector/Self Employed,No,1150000,3,0,Yes,No,No
MZ19YXCE4EPF,30,Private Sector/Self Employed,No,550000,7,0,No,No,No
FAOXQKKC33EL,32,Government Sector,Yes,850000,9,0,Yes,No,Yes
XI3AM0OG9XDJ,28,Government Sector,Yes,600000,7,0,No,No,No
71XTSKM9426K,28,Government Sector,Yes,300000,5,0,No,No,No
HMP9WZ3SLJY9,26,Private Sector/Self Employed,Yes,600000,3,0,No,No,No
I29CPATZ4T2Y,25,Private Sector/Self Employed,No,600000,6,0,No,No,No
OW3KH8UZLP2J,28,Government Sector,Yes,300000,7,0,No,No,No
SS586DEV6GU6,29,Private Sector/Self Employed,Yes,1150000,4,1,No,No,No
6R64TIW8G3QX,34,Private Sector/Self Employed,No,1400000,4,0,No,Yes,No
8VLQZWL9OW0F,32,Government Sector,Yes,350000,6,0,No,No,No
RO4907IBE01N,34,Private Sector/Self Employed,Yes,850000,3,1,No,No,No
MFOB4G1T1LOU,28,Government Sector,Yes,300000,3,1,No,No,No
K7FUE75WF0EE,28,Private Sector/Self Employed,Yes,1250000,5,0,No,No,No
SNXF8XD9248N,27,Government Sector,Yes,1050000,2,1,No,No,No
9SG3D6R0HM55,25,Private Sector/Self Employed,No,1350000,6,0,No,Yes,Yes
JBTFCXGPXNEK,27,Private Sector/Self Employed,No,800000,5,0,No,No,No
V8B65JT4V6O5,31,Private Sector/Self Employed,Yes,1250000,3,0,No,Yes,No
5TR3K8VPGJFL,35,Government Sector,Yes,900000,3,1,No,No,No
BQ8DEOSA5BER,25,Private Sector/Self Employed,Yes,1700000,5,0,Yes,No,Yes
WJ5HV481P4WC,28,Government Sector,Yes,600000,7,0,No,No,No
KKD2JXBHOJSM,28,Private Sector/Self Employed,Yes,600000,5,0,Yes,No,No
DT5AC4GNGX6V,34,Private Sector/Self Employed,Yes,700000,7,0,No,No,Yes
ICO7MREPKO4D,31,Private Sector/Self Employed,Yes,1250000,7,0,No,No,No
TKK40YEY0UQW,32,Government Sector,Yes,800000,5,0,No,No,No
CJAVBO52LXGF,33,Government Sector,Yes,650000,6,1,No,No,Yes
S3MB23G7ZMBK,28,Private Sector/Self Employed,Yes,1450000,5,0,Yes,Yes,Yes
MSGQUNNK9JA2,28,Private Sector/Self Employed,Yes,800000,6,0,No,Yes,Yes
9OS6BJX9HOXY,28,Government Sector,Yes,600000,3,0,Yes,No,No
P0MRMOAJ4DGZ,28,Private Sector/Self Employed,Yes,1100000,4,1,No,No,No
TTZSFAOXJBHG,25,Private Sector/Self Employed,Yes,1700000,3,0,Yes,No,Yes
WFELE86QS2O4,28,Private Sector/Self Employed,Yes,1250000,4,0,No,No,No
XZTEYL23KXZE,31,Private Sector/Self Employed,Yes,1100000,5,0,Yes,No,No
Y0F91KUG6CBP,29,Private Sector/Self Employed,Yes,1050000,5,0,No,No,No
EW5UL6ZY9D3C,35,Private Sector/Self Employed,No,800000,3,1,No,No,No
IPL547NA8CQD,30,Private Sector/Self Employed,No,550000,5,0,No,No,No
UERD1OVLJN31,26,Private Sector/Self Employed,Yes,450000,4,0,No,No,No
V1ESOKZH58DC,32,Government Sector,Yes,800000,6,0,Yes,No,No
I5C9YTLCV87D,30,Private Sector/Self Employed,No,500000,8,0,No,No,No
ROIH95HE50JB,28,Private Sector/Self Employed,Yes,1100000,6,0,No,No,No
V3JCH5H8L4T2,33,Private Sector/Self Employed,Yes,1400000,9,0,Yes,Yes,Yes
RQ9YTOCHE4P5,29,Private Sector/Self Employed,Yes,1200000,5,1,No,No,Yes
VVSYIQQPEX01,29,Private Sector/Self Employed,Yes,1350000,4,0,No,Yes,Yes
WT2KO0I2KX0H,35,Government Sector,Yes,900000,4,1,No,No,Yes
V1VXTIAXVGOV,29,Private Sector/Self Employed,Yes,1200000,3,0,No,No,Yes
9G0Z5CCD7108,28,Private Sector/Self Employed,Yes,1150000,5,0,No,No,No
2VMKWGAZPU9K,27,Private Sector/Self Employed,No,800000,7,1,No,No,No
6Y1LNYILGCZF,33,Government Sector,Yes,1100000,4,1,No,No,No
U2AT985PNRHB,34,Private Sector/Self Employed,Yes,1000000,5,1,Yes,No,No
QT84TCMDGYCG,25,Private Sector/Self Employed,Yes,1700000,2,1,Yes,No,Yes
N1NXU2FMZJAA,27,Government Sector,Yes,500000,5,0,No,No,Yes
ZZ7CJCFRH9G0,28,Private Sector/Self Employed,Yes,700000,4,1,No,No,Yes
5CFYOK6QJ85Z,29,Private Sector/Self Employed,Yes,1350000,4,0,Yes,Yes,Yes
VHOBR1H0U7SQ,31,Private Sector/Self Employed,Yes,1100000,4,0,Yes,No,No
2854PRW8TJOG,27,Government Sector,Yes,850000,4,1,No,No,No
ONM9GP1HLSUD,30,Private Sector/Self Employed,No,800000,4,0,No,No,Yes
MTR6K3M7VQE0,27,Government Sector,Yes,500000,6,0,No,No,No
8AGLB36EDC44,34,Private Sector/Self Employed,Yes,1500000,4,0,Yes,Yes,Yes
7SUD0FSODKX2,30,Private Sector/Self Employed,No,500000,7,1,No,No,No
Y35F3JI4MZOS,31,Government Sector,Yes,1500000,7,0,Yes,Yes,Yes
9319LJUX682Y,28,Private Sector/Self Employed,Yes,750000,3,0,No,No,No
4QZFE4PI73PC,25,Private Sector/Self Employed,No,1150000,5,0,No,No,No
Q4YEO5F9J629,34,Private Sector/Self Employed,Yes,1500000,5,1,Yes,Yes,Yes
LWAA47YU3X66,35,Private Sector/Self Employed,No,800000,5,0,No,No,No
LJAO3ZEZYS5I,32,Government Sector,Yes,800000,6,0,No,No,Yes
HH7FR9WZPGW7,28,Private Sector/Self Employed,Yes,1150000,4,0,No,No,Yes
184EH3FIPJBP,29,Private Sector/Self Employed,Yes,1200000,3,0,No,No,Yes
PG66FAEAHK5Z,27,Private Sector/Self Employed,No,600000,4,0,Yes,No,No
FZI3VRYARCMH,33,Private Sector/Self Employed,Yes,550000,5,0,Yes,No,No
HKS80RCS0AAY,30,Private Sector/Self Employed,No,800000,3,0,No,No,No
RKWNQ0E0OA2M,31,Private Sector/Self Employed,Yes,900000,5,1,Yes,No,No
18S2FJ7HORSW,28,Private Sector/Self Employed,Yes,800000,3,0,No,No,No
UM1NZFA893QP,30,Private Sector/Self Employed,No,550000,5,0,Yes,No,Yes
6GUM12BTYGWP,32,Government Sector,Yes,800000,6,1,No,No,Yes
HRKROGR5H2XO,31,Private Sector/Self Employed,Yes,900000,5,0,No,No,No
I1QB4EQ653A7,31,Private Sector/Self Employed,Yes,1650000,7,1,Yes,No,Yes
42D1ZHJ5F4HN,28,Government Sector,Yes,300000,6,0,No,No,Yes
FD7K2BMG3PSA,31,Government Sector,Yes,400000,6,1,No,No,Yes
TU4QJFITR6WQ,28,Private Sector/Self Employed,Yes,1200000,9,0,No,No,No
3XUXA9OUNS7K,33,Government Sector,Yes,800000,3,0,No,No,No
7QGCPSTEYAHT,25,Private Sector/Self Employed,Yes,1400000,4,1,No,Yes,Yes
C1AE1QYNOU0F,31,Government Sector,No,350000,3,0,No,No,No
0U3ZVW4UCMGI,34,Private Sector/Self Employed,Yes,700000,5,0,No,No,Yes
4B0S3B4Y1XXV,28,Private Sector/Self Employed,No,550000,5,0,No,No,No
WVBVKMXFQSNS,25,Private Sector/Self Employed,No,1150000,5,1,Yes,No,No
OM5WX52HXCEO,34,Private Sector/Self Employed,Yes,500000,6,0,No,No,Yes
TJ7PDI9ES066,34,Private Sector/Self Employed,Yes,1500000,3,0,Yes,Yes,Yes
D8137IWOYH7V,31,Government Sector,Yes,1300000,5,0,No,No,No
46MU1IHWJ3SL,26,Private Sector/Self Employed,Yes,750000,5,0,No,No,No
VF8JTQN6SGWI,26,Private Sector/Self Employed,Yes,1400000,5,0,No,Yes,Yes
GLJBBORYKXQS,27,Government Sector,Yes,500000,2,0,No,No,No
SJTL6O8CP2OF,25,Private Sector/Self Employed,Yes,1400000,3,1,Yes,Yes,Yes
ZNMBH4TWSMTT,28,Private Sector/Self Employed,Yes,1150000,4,1,No,No,No
UNG73UDVZ4JY,32,Government Sector,Yes,350000,9,1,No,No,No
ZBHM3R3V62UW,25,Private Sector/Self Employed,No,1700000,3,0,Yes,No,Yes
VJAA9RKS3YY7,29,Private Sector/Self Employed,Yes,1050000,7,0,No,No,No
S1YSDWVRTEWF,28,Private Sector/Self Employed,Yes,800000,2,1,No,No,No
3Y4VWMYMJF86,28,Private Sector/Self Employed,No,550000,4,0,No,No,No
U81CM5019MJ5,33,Private Sector/Self Employed,Yes,1400000,8,0,No,Yes,No
QXU1VS6OFAM4,28,Government Sector,Yes,1200000,8,0,Yes,No,Yes
2L2O8HV40CRJ,28,Government Sector,Yes,300000,4,0,No,No,Yes
DX4SOLX2ZOI4,28,Private Sector/Self Employed,Yes,550000,4,1,No,No,No
9ILNNWM6B2VQ,31,Government Sector,Yes,400000,2,0,No,No,No
NZJGYP75MK99,28,Private Sector/Self Employed,Yes,900000,2,0,Yes,No,No
V2POWBI20J3X,29,Private Sector/Self Employed,Yes,900000,6,0,Yes,No,Yes
GRWRAU1WRZHJ,32,Government Sector,Yes,850000,7,0,No,No,Yes
7D081VKMMXRX,28,Private Sector/Self Employed,Yes,1100000,6,1,No,No,No
UFC1PEDE1IP2,34,Private Sector/Self Employed,Yes,700000,4,0,No,No,Yes
HS80F6H6XM5V,32,Government Sector,Yes,350000,3,0,No,Yes,No
Q9OIYAGHOZFQ,25,Private Sector/Self Employed,No,1150000,4,0,No,No,No
8CUIXAIG3CWT,29,Private Sector/Self Employed,Yes,1350000,4,0,No,Yes,Yes
SZW4KMP5W9OU,27,Government Sector,Yes,500000,4,0,No,No,No
I2Y1G3NWBRUI,34,Private Sector/Self Employed,Yes,1300000,6,0,No,No,Yes
HCI9R354M4CB,26,Private Sector/Self Employed,Yes,500000,6,0,No,No,No
QR6I28UYI55D,28,Private Sector/Self Employed,Yes,800000,4,0,No,No,No
2FOFQ2473W72,25,Private Sector/Self Employed,No,1700000,5,1,Yes,No,No
0PQ2RZ26PQ0S,28,Private Sector/Self Employed,Yes,1200000,5,1,Yes,No,No
H1UVOBVVNOSS,27,Private Sector/Self Employed,No,1550000,4,0,Yes,No,Yes
C83QZ5L2JYXT,33,Government Sector,Yes,650000,4,0,No,Yes,Yes
5CUHCZ3EWKU9,32,Government Sector,Yes,900000,6,1,No,No,No
KYAME7ZFA9AS,34,Private Sector/Self Employed,Yes,500000,4,1,No,No,Yes
LV84M08L46VX,34,Private Sector/Self Employed,No,950000,3,0,Yes,No,No
WEH1ZDBU0J12,26,Government Sector,Yes,1450000,3,1,Yes,Yes,Yes
A41F9DMJK98V,28,Government Sector,Yes,1100000,4,1,No,No,No
TK450B2C7N6Q,29,Private Sector/Self Employed,Yes,500000,4,0,No,No,Yes
5WYIGYGXKH4C,28,Government Sector,Yes,600000,4,0,No,No,No
W2WAY3OSZMVW,28,Private Sector/Self Employed,Yes,1350000,5,0,No,Yes,Yes
B1I0L0WIBAYM,29,Private Sector/Self Employed,Yes,1050000,6,0,No,No,No
FBLGA0235382,31,Private Sector/Self Employed,Yes,1750000,7,0,No,No,No
ID5SD99HHIFL,28,Private Sector/Self Employed,Yes,800000,5,0,No,No,No
TMETG532TZQ8,34,Private Sector/Self Employed,Yes,700000,2,1,Yes,No,No
05BLOYQ308PR,28,Private Sector/Self Employed,Yes,800000,4,0,No,No,No
W9KGY429UNLN,34,Private Sector/Self Employed,Yes,1750000,5,0,No,No,No
BIYEZMG5MN0H,31,Private Sector/Self Employed,Yes,1100000,3,0,No,No,No
F12MHZJZ3AL4,28,Private Sector/Self Employed,Yes,1150000,6,0,No,No,No
IJP0TQE8LLYU,31,Government Sector,Yes,1200000,2,1,No,No,No
7GUDB0NCP8JK,29,Private Sector/Self Employed,Yes,350000,9,0,No,No,No
M5IN2FU6VO9M,30,Private Sector/Self Employed,No,1450000,4,1,Yes,Yes,Yes
J7F17FEP0U97,31,Government Sector,Yes,1300000,6,0,No,No,Yes
49FMTR6RZV4A,31,Government Sector,No,350000,3,0,No,No,No
YHKQTW6B40Q9,31,Private Sector/Self Employed,Yes,1400000,3,0,No,Yes,Yes
XGVJMI48JZ3T,34,Private Sector/Self Employed,Yes,1000000,3,0,No,No,No
A18T31J6R85H,28,Private Sector/Self Employed,Yes,800000,7,0,Yes,No,No
L4DVD9RTN8BG,27,Government Sector,Yes,500000,5,0,No,No,No
5KVFDC9ZXDGJ,34,Private Sector/Self Employed,Yes,700000,4,0,No,No,No
RYA7JQD5JYX2,27,Government Sector,Yes,500000,7,0,No,No,No
0GEU0QUVZYF6,28,Private Sector/Self Employed,Yes,1100000,5,0,No,No,No
5AR1Y056TO50,33,Private Sector/Self Employed,Yes,1400000,3,0,No,Yes,Yes
64KBU1OKQ839,26,Private Sector/Self Employed,Yes,1250000,4,0,No,No,No
8V2C714MNSP1,25,Private Sector/Self Employed,Yes,1800000,6,1,Yes,No,Yes
N12HCPWSKL89,31,Private Sector/Self Employed,Yes,1400000,4,0,No,Yes,Yes
ZDL8Y4PBP3NJ,28,Private Sector/Self Employed,Yes,700000,4,1,No,No,No
69DYDYS2UMEF,32,Government Sector,Yes,800000,5,0,No,No,No
PTLZSZPQ1ZXW,31,Government Sector,No,350000,4,1,No,No,No
HTXYHG124I5L,28,Private Sector/Self Employed,Yes,550000,4,0,No,No,No
6JFL1QAWOZEY,34,Private Sector/Self Employed,Yes,1300000,4,0,No,No,Yes
QX8QE847BN4T,28,Private Sector/Self Employed,Yes,750000,5,0,No,No,No
BGKOYH9U1SSH,31,Private Sector/Self Employed,Yes,1100000,4,0,No,No,No
P9TI5KD9R92P,31,Private Sector/Self Employed,Yes,900000,4,1,No,No,Yes
RFZQAY41TMTB,33,Government Sector,Yes,1100000,2,0,No,No,No
EBY94ML3RHL6,28,Private Sector/Self Employed,Yes,1100000,4,1,No,No,Yes
PCZP9H3JZFLU,28,Government Sector,Yes,300000,4,0,No,No,No
FLLW2P0KQPP7,28,Private Sector/Self Employed,Yes,1150000,6,0,No,No,No
VX4RZXLFANOB,28,Private Sector/Self Employed,Yes,1100000,2,0,No,No,Yes
C52TM5YEC8IO,26,Private Sector/Self Employed,Yes,1400000,7,0,No,Yes,Yes
A84GQGF89HOF,28,Private Sector/Self Employed,Yes,800000,4,0,Yes,No,No
Q3HRBORQYOA8,26,Private Sector/Self Employed,Yes,1400000,4,0,No,Yes,Yes
7YMI7572TT83,34,Private Sector/Self Employed,Yes,1000000,8,0,No,No,Yes
CH8YAO1RWXJ0,28,Government Sector,Yes,300000,5,0,No,No,No
B0CJQO9502JM,25,Private Sector/Self Employed,No,1150000,3,0,Yes,No,No
BXK48SH84ND3,33,Government Sector,Yes,400000,7,1,No,No,Yes
YCICQSEZG6JM,29,Private Sector/Self Employed,Yes,1200000,4,0,No,No,No
QYW28E8UFKD7,29,Private Sector/Self Employed,Yes,1050000,3,0,No,No,Yes
HGC6NQIK6R78,28,Private Sector/Self Employed,Yes,550000,4,0,Yes,No,No
L2W9OVEZ8G52,33,Private Sector/Self Employed,Yes,1500000,5,0,Yes,Yes,Yes
Y2QM12RXSX18,26,Private Sector/Self Employed,Yes,500000,4,1,No,No,Yes
98UX5G8IH4JJ,31,Government Sector,Yes,400000,7,0,No,No,No
QWRI8LSZUD7O,30,Private Sector/Self Employed,No,550000,2,1,No,No,No
GET13JIRELB7,31,Private Sector/Self Employed,Yes,1250000,6,0,Yes,No,Yes
452U4DFKW7LM,32,Government Sector,Yes,800000,5,0,No,No,No
W1DET2HWY229,27,Government Sector,Yes,850000,3,0,No,No,Yes
Q7A39ST5XQWC,33,Government Sector,Yes,400000,5,1,No,No,No
6ANCNIWX340L,34,Private Sector/Self Employed,Yes,1000000,5,0,No,No,No
EY1061WVPS5G,34,Private Sector/Self Employed,Yes,700000,4,1,Yes,No,No
JVDIXDPCY8BA,32,Government Sector,Yes,350000,5,0,No,No,No
23T4BT0PM61A,31,Private Sector/Self Employed,Yes,500000,5,0,No,No,No
1L627TMG0UAU,34,Private Sector/Self Employed,Yes,1500000,5,1,Yes,Yes,Yes
XDZBV59F7KMG,26,Private Sector/Self Employed,Yes,1300000,5,0,No,No,No
0F069ILZJ03N,31,Government Sector,Yes,400000,5,0,No,No,No
3XVP1SRD3H1W,30,Private Sector/Self Employed,No,650000,3,0,No,No,No
X3N1HU5ARDVM,28,Private Sector/Self Employed,Yes,900000,4,1,No,No,Yes
ZV8JNTVA34ZI,28,Private Sector/Self Employed,Yes,900000,3,0,No,No,No
NTP7GZKADP6C,26,Government Sector,Yes,500000,6,1,No,No,No
