,Unnamed: 0,star_rating,title,content_rating,genre,duration,actors_list,greater_than_150_min
652,652,7.7,Dangerous Liaisons,R,Drama,119,"[u'Glenn Close', u'John Malkovich', u'Michelle Pfeiffer']",0
653,653,7.7,Saw,R,Horror,103,"[u'Cary Elwes', u'Leigh Whannell', u'Danny Glover']",0
654,654,7.7,Snow White and the Seven Dwarfs,APPROVED,Animation,88,"[u'Adriana Caselotti', u'Harry Stockwell', u'Lucille La Verne']",0
655,655,7.7,Coraline,PG,Animation,100,"[u'Dakota Fanning', u'Teri Hatcher', u'John Hodgman']",0
656,656,7.7,The Hunger Games: Catching Fire,PG-13,Adventure,146,"[u'Jennifer Lawrence', u'Josh Hutcherson', u'Liam Hemsworth']",0
657,657,7.7,Sophie's Choice,R,Drama,150,"[u'Meryl Streep', u'Kevin Kline', u'Peter MacNicol']",1
658,658,7.7,La Vie en Rose,PG-13,Biography,140,"[u'Marion Cotillard', u'Sylvie Testud', u'Pascal Greggory']",0
659,659,7.7,Star Wars: Episode III - Revenge of the Sith,PG-13,Action,140,"[u'Hayden Christensen', u'Natalie Portman', u'Ewan McGregor']",0
660,660,7.7,True Grit,PG-13,Adventure,110,"[u'Jeff Bridges', u'Matt Damon', u'Hailee Steinfeld']",0
661,661,7.7,After Hours,R,Comedy,97,"[u'Griffin Dunne', u'Rosanna Arquette', u'Verna Bloom']",0
662,662,7.7,Frozen,PG,Animation,102,"[u'Kristen Bell', u'Idina Menzel', u'Jonathan Groff']",0
663,663,7.7,Lolita,NOT RATED,Drama,152,"[u'James Mason', u'Shelley Winters', u'Sue Lyon']",1
664,664,7.7,Eastern Promises,R,Crime,100,"[u'Naomi Watts', u'Viggo Mortensen', u'Armin Mueller-Stahl']",0
665,665,7.7,Midnight in Paris,PG-13,Comedy,94,"[u'Owen Wilson', u'Rachel McAdams', u'Kathy Bates']",0
666,666,7.7,The Muppet Christmas Carol,G,Comedy,85,"[u'Michael Caine', u'Dave Goelz', u'Steve Whitmire']",0
667,667,7.7,Who Framed Roger Rabbit,PG,Animation,104,"[u'Bob Hoskins', u'Christopher Lloyd', u'Joanna Cassidy']",0
668,668,7.7,Sympathy for Lady Vengeance,R,Crime,112,"[u'Yeong-ae Lee', u'Min-sik Choi', u'Shi-hoo Kim']",0
669,669,7.7,Grindhouse,R,Action,191,"[u'Kurt Russell', u'Rose McGowan', u'Danny Trejo']",1
670,670,7.7,In a Better World,R,Drama,119,"[u'Mikael Persbrandt', u'Trine Dyrholm', u'Markus Rygaard']",0
671,671,7.7,Blow-Up,NOT RATED,Drama,111,"[u'David Hemmings', u'Vanessa Redgrave', u'Sarah Miles']",0
672,672,7.7,The Secret World of Arrietty,G,Animation,94,"[u'Bridgit Mendler', u'Amy Poehler', u'Will Arnett']",0
673,673,7.7,Kiss Kiss Bang Bang,R,Action,103,"[u'Robert Downey Jr.', u'Val Kilmer', u'Michelle Monaghan']",0
674,674,7.7,Lost Highway,R,Drama,134,"[u'Bill Pullman', u'Patricia Arquette', u'John Roselius']",0
675,675,7.7,Zodiac,R,Crime,157,"[u'Jake Gyllenhaal', u'Robert Downey Jr.', u'Mark Ruffalo']",1
676,676,7.7,Les Miserables,PG-13,Drama,158,"[u'Hugh Jackman', u'Russell Crowe', u'Anne Hathaway']",1
677,677,7.7,Moulin Rouge!,PG-13,Drama,127,"[u'Nicole Kidman', u'Ewan McGregor', u'John Leguizamo']",0
678,678,7.7,Whale Rider,PG-13,Drama,101,"[u'Keisha Castle-Hughes', u'Rawiri Paratene', u'Vicky Haughton']",0
679,679,7.7,End of Watch,R,Crime,109,"[u'Jake Gyllenhaal', u'Michael Pe\xf1a', u'Anna Kendrick']",0
680,680,7.7,Philomena,PG-13,Biography,98,"[u'Judi Dench', u'Steve Coogan', u'Sophie Kennedy Clark']",0
681,681,7.7,Fury,R,Action,134,"[u'Brad Pitt', u'Shia LaBeouf', u'Logan Lerman']",0
682,682,7.7,The Big Blue,PG-13,Action,168,"[u'Jean-Marc Barr', u'Jean Reno', u'Rosanna Arquette']",1
683,683,7.7,First Blood,R,Action,93,"[u'Sylvester Stallone', u'Brian Dennehy', u'Richard Crenna']",0
684,684,7.7,Minority Report,PG-13,Action,145,"[u'Tom Cruise', u'Colin Farrell', u'Samantha Morton']",0
685,685,7.7,Spellbound,UNRATED,Film-Noir,111,"[u'Ingrid Bergman', u'Gregory Peck', u'Michael Chekhov']",0
686,686,7.7,The Wicker Man,R,Horror,88,"[u'Edward Woodward', u'Christopher Lee', u'Diane Cilento']",0
687,687,7.7,Seven Pounds,PG-13,Drama,123,"[u'Will Smith', u'Rosario Dawson', u'Woody Harrelson']",0
688,688,7.7,Midnight Express,R,Biography,121,"[u'Brad Davis', u'Irene Miracle', u'Bo Hopkins']",0
689,689,7.7,Kelly's Heroes,GP,Action,144,"[u'Clint Eastwood', u'Telly Savalas', u'Don Rickles']",0
690,690,7.7,MASH,R,Comedy,116,"[u'Donald Sutherland', u'Elliott Gould', u'Tom Skerritt']",0
691,691,7.7,The Player,R,Comedy,124,"[u'Tim Robbins', u'Greta Scacchi', u'Fred Ward']",0
692,692,7.7,Traffic,R,Crime,147,"[u'Michael Douglas', u'Benicio Del Toro', u'Catherine Zeta-Jones']",0
693,693,7.7,Y Tu Mama Tambien,R,Drama,106,"[u'Maribel Verd\xfa', u'Gael Garc\xeda Bernal', u'Daniel Gim\xe9nez Cacho']",0
694,694,7.7,Stranger Than Fiction,PG-13,Comedy,113,"[u'Will Ferrell', u'Emma Thompson', u'Dustin Hoffman']",0
695,695,7.7,Inside Man,R,Crime,129,"[u'Denzel Washington', u'Clive Owen', u'Jodie Foster']",0
696,696,7.6,127 Hours,R,Adventure,94,"[u'James Franco', u'Amber Tamblyn', u'Kate Mara']",0
697,697,7.6,The Fifth Element,PG-13,Action,126,"[u'Bruce Willis', u'Milla Jovovich', u'Gary Oldman']",0
698,698,7.6,Milk,R,Biography,128,"[u'Sean Penn', u'Josh Brolin', u'Emile Hirsch']",0
699,699,7.6,United 93,R,Action,111,"[u'David Alan Basche', u'Olivia Thirlby', u'Liza Col\xf3n-Zayas']",0
700,700,7.6,Jin ling shi san chai,R,Drama,146,"[u'Christian Bale', u'Ni Ni', u'Xinyi Zhang']",0
701,701,7.6,Dracula,APPROVED,Horror,85,"[u'Bela Lugosi', u'Helen Chandler', u'David Manners']",0
702,702,7.6,High Plains Drifter,R,Western,105,"[u'Clint Eastwood', u'Verna Bloom', u'Marianna Hill']",0
703,703,7.6,I Am Sam,PG-13,Drama,132,"[u'Sean Penn', u'Michelle Pfeiffer', u'Dakota Fanning']",0
704,704,7.6,Fried Green Tomatoes,PG-13,Drama,130,"[u'Kathy Bates', u'Jessica Tandy', u'Mary Stuart Masterson']",0
705,705,7.6,Watchmen,R,Action,162,"[u'Jackie Earle Haley', u'Patrick Wilson', u'Carla Gugino']",1
706,706,7.6,28 Days Later...,R,Horror,113,"[u'Cillian Murphy', u'Naomie Harris', u'Christopher Eccleston']",0
707,707,7.6,The Illusionist,PG-13,Drama,110,"[u'Edward Norton', u'Jessica Biel', u'Paul Giamatti']",0
708,708,7.6,Superbad,R,Comedy,113,"[u'Michael Cera', u'Jonah Hill', u'Christopher Mintz-Plasse']",0
709,709,7.6,The Godfather: Part III,R,Crime,162,"[u'Al Pacino', u'Diane Keaton', u'Andy Garcia']",1
710,710,7.6,The Royal Tenenbaums,R,Comedy,110,"[u'Gene Hackman', u'Gwyneth Paltrow', u'Anjelica Huston']",0
711,711,7.6,The Jungle Book,APPROVED,Animation,78,"[u'Phil Harris', u'Sebastian Cabot', u'Louis Prima']",0
712,712,7.6,Thank You for Smoking,R,Comedy,92,"[u'Aaron Eckhart', u'Cameron Bright', u'Maria Bello']",0
713,713,7.6,Man Bites Dog,NC-17,Comedy,95,"[u'Beno\xeet Poelvoorde', u'Jacqueline Poelvoorde-Pappaert', u'Nelly Pappaert']",0
714,714,7.6,A Few Good Men,R,Drama,138,"[u'Tom Cruise', u'Jack Nicholson', u'Demi Moore']",0
715,715,7.6,The Legend of Drunken Master,R,Action,102,"[u'Jackie Chan', u'Ho-Sung Pak', u'Lung Ti']",0
716,716,7.6,The Kite Runner,PG-13,Drama,128,"[u'Khalid Abdalla', u'Ahmad Khan Mahmoodzada', u'Atossa Leoni']",0
717,717,7.6,When Harry Met Sally...,R,Comedy,96,"[u'Billy Crystal', u'Meg Ryan', u'Carrie Fisher']",0
718,718,7.6,Munich,R,Drama,164,"[u'Eric Bana', u'Daniel Craig', u'Marie-Jos\xe9e Croze']",1
719,719,7.6,House of Sand and Fog,R,Drama,126,"[u'Jennifer Connelly', u'Ben Kingsley', u'Ron Eldard']",0
720,720,7.6,Lethal Weapon,R,Action,110,"[u'Mel Gibson', u'Danny Glover', u'Gary Busey']",0
721,721,7.6,Animal House,R,Comedy,109,"[u'John Belushi', u'Karen Allen', u'Tom Hulce']",0
722,722,7.6,Lord of War,R,Crime,122,"[u'Nicolas Cage', u'Ethan Hawke', u'Jared Leto']",0
723,723,7.6,Blow,R,Biography,124,"[u'Johnny Depp', u'Pen\xe9lope Cruz', u'Franka Potente']",0
724,724,7.6,Sherlock Holmes,PG-13,Action,128,"[u'Robert Downey Jr.', u'Jude Law', u'Rachel McAdams']",0
725,725,7.6,Harry Potter and the Goblet of Fire,PG-13,Adventure,157,"[u'Daniel Radcliffe', u'Emma Watson', u'Rupert Grint']",1
726,726,7.6,La piel que habito,R,Thriller,120,"[u'Antonio Banderas', u'Elena Anaya', u'Jan Cornet']",0
727,727,7.6,The Crow,R,Action,102,"[u'Brandon Lee', u'Michael Wincott', u'Rochelle Davis']",0
728,728,7.6,West Side Story,UNRATED,Crime,152,"[u'Natalie Wood', u'George Chakiris', u'Richard Beymer']",1
729,729,7.6,The Thin Red Line,R,Drama,170,"[u'Jim Caviezel', u'Sean Penn', u'Nick Nolte']",1
730,730,7.6,American Psycho,R,Crime,102,"[u'Christian Bale', u'Justin Theroux', u'Josh Lucas']",0
731,731,7.6,The Blind Swordsman: Zatoichi,R,Action,116,"[u'Takeshi Kitano', u'Tadanobu Asano', u'Yui Natsukawa']",0
732,732,7.6,The Last Temptation of Christ,R,Drama,164,"[u'Willem Dafoe', u'Harvey Keitel', u'Barbara Hershey']",1
733,733,7.6,The Naked Gun: From the Files of Police Squad!,PG-13,Comedy,85,"[u'Leslie Nielsen', u'Priscilla Presley', u'O.J. Simpson']",0
734,734,7.6,The Others,PG-13,Horror,104,"[u'Nicole Kidman', u'Christopher Eccleston', u'Fionnula Flanagan']",0
735,735,7.6,The Party,PG,Comedy,99,"[u'Peter Sellers', u'Claudine Longet', u'Natalia Borisova']",0
736,736,7.6,Army of Darkness,R,Comedy,81,"[u'Bruce Campbell', u'Embeth Davidtz', u'Marcus Gilbert']",0
737,737,7.6,The Hurt Locker,R,Drama,131,"[u'Jeremy Renner', u'Anthony Mackie', u'Brian Geraghty']",0
738,738,7.6,The Raid: Redemption,R,Action,101,"[u'Iko Uwais', u'Ananda George', u'Ray Sahetapy']",0
739,739,7.6,Volver,R,Comedy,121,"[u'Pen\xe9lope Cruz', u'Carmen Maura', u'Lola Due\xf1as']",0
740,740,7.6,Following,R,Mystery,69,"[u'Jeremy Theobald', u'Alex Haw', u'Lucy Russell']",0
741,741,7.6,Kung Fu Panda,PG,Animation,92,"[u'Jack Black', u'Ian McShane', u'Angelina Jolie']",0
742,742,7.6,Mad Max 2: The Road Warrior,R,Action,94,"[u'Mel Gibson', u'Bruce Spence', u'Michael Preston']",0
743,743,7.6,Jusan-nin no shikaku,R,Action,141,"[u'K\xf4ji Yakusho', u'Takayuki Yamada', u'Y\xfbsuke Iseya']",0
744,744,7.6,The Man Who Wasn't There,R,Crime,116,"[u'Billy Bob Thornton', u'Frances McDormand', u'Michael Badalucco']",0
745,745,7.6,The Counterfeiters,R,Crime,98,"[u'Karl Markovics', u'August Diehl', u'Devid Striesow']",0
746,746,7.6,The Hunt for Red October,PG,Action,135,"[u'Sean Connery', u'Alec Baldwin', u'Scott Glenn']",0
747,747,7.6,Lone Survivor,R,Action,121,"[u'Mark Wahlberg', u'Taylor Kitsch', u'Emile Hirsch']",0
748,748,7.6,A Fish Called Wanda,R,Comedy,108,"[u'John Cleese', u'Jamie Lee Curtis', u'Kevin Kline']",0
749,749,7.6,The Impossible,PG-13,Drama,114,"[u'Naomi Watts', u'Ewan McGregor', u'Tom Holland']",0
750,750,7.6,Garden State,R,Comedy,102,"[u'Zach Braff', u'Peter Sarsgaard', u'Natalie Portman']",0
751,751,7.6,Escape from Alcatraz,PG,Action,112,"[u'Clint Eastwood', u'Patrick McGoohan', u'Roberts Blossom']",0
752,752,7.6,Apollo 13,PG,Adventure,140,"[u'Tom Hanks', u'Bill Paxton', u'Kevin Bacon']",0
753,753,7.6,"Lust, Caution",NC-17,Drama,157,"[u'Tony Chiu Wai Leung', u'Wei Tang', u'Joan Chen']",1
754,754,7.6,Selma,PG-13,Biography,128,"[u'David Oyelowo', u'Carmen Ejogo', u'Tim Roth']",0
755,755,7.6,Funny Games,UNRATED,Crime,108,"[u'Susanne Lothar', u'Ulrich M\xfche', u'Arno Frisch']",0
756,756,7.6,The Abyss,PG-13,Adventure,139,"[u'Ed Harris', u'Mary Elizabeth Mastrantonio', u'Michael Biehn']",0
757,757,7.6,Robin Hood,G,Animation,83,"[u'Brian Bedford', u'Phil Harris', u'Roger Miller']",0
758,758,7.6,Enemy at the Gates,R,Drama,131,"[u'Jude Law', u'Ed Harris', u'Joseph Fiennes']",0
759,759,7.6,Falling Down,R,Crime,113,"[u'Michael Douglas', u'Robert Duvall', u'Barbara Hershey']",0
760,760,7.6,Little Children,R,Drama,136,"[u'Kate Winslet', u'Jennifer Connelly', u'Patrick Wilson']",0
761,761,7.6,Hunger,NOT RATED,Biography,96,"[u'Stuart Graham', u'Laine Megaw', u'Brian Milligan']",0
762,762,7.6,Indiana Jones and the Temple of Doom,PG,Action,118,"[u'Harrison Ford', u'Kate Capshaw', u'Jonathan Ke Quan']",0
763,763,7.6,Ip Man 2,R,Action,108,"[u'Donnie Yen', u'Xiaoming Huang', u'Sammo Kam-Bo Hung']",0
764,764,7.6,The Little Mermaid,G,Animation,83,"[u'Jodi Benson', u'Samuel E. Wright', u'Rene Auberjonois']",0
765,765,7.6,"It's a Mad, Mad, Mad, Mad World",APPROVED,Action,205,"[u'Spencer Tracy', u'Milton Berle', u'Ethel Merman']",1
766,766,7.6,The Reader,R,Drama,124,"[u'Kate Winslet', u'Ralph Fiennes', u'Bruno Ganz']",0
767,767,7.6,The Omen,R,Horror,111,"[u'Gregory Peck', u'Lee Remick', u'Harvey Stephens']",0
768,768,7.6,A Royal Affair,R,Drama,137,"[u'Alicia Vikander', u'Mads Mikkelsen', u'Mikkel Boe F\xf8lsgaard']",0
769,769,7.6,Braindead,R,Comedy,104,"[u'Timothy Balme', u'Diana Pe\xf1alver', u'Elizabeth Moody']",0
770,770,7.6,Secondhand Lions,PG,Comedy,109,"[u'Haley Joel Osment', u'Michael Caine', u'Robert Duvall']",0
771,771,7.6,Disconnect,R,Drama,115,"[u'Jason Bateman', u'Jonah Bobo', u'Haley Ramm']",0
772,772,7.6,A Single Man,R,Drama,99,"[u'Colin Firth', u'Julianne Moore', u'Matthew Goode']",0
773,773,7.6,Hoosiers,PG,Drama,114,"[u'Gene Hackman', u'Barbara Hershey', u'Dennis Hopper']",0
774,774,7.6,Moneyball,PG-13,Biography,133,"[u'Brad Pitt', u'Robin Wright', u'Jonah Hill']",0
775,775,7.6,The Book Thief,PG-13,Drama,131,"[u'Sophie N\xe9lisse', u'Geoffrey Rush', u'Emily Watson']",0
776,776,7.6,Die Hard: With a Vengeance,R,Action,131,"[u'Bruce Willis', u'Jeremy Irons', u'Samuel L. Jackson']",0
777,777,7.6,Interview with the Vampire: The Vampire Chronicles,R,Horror,123,"[u'Brad Pitt', u'Tom Cruise', u'Antonio Banderas']",0
778,778,7.6,Midnight Run,R,Action,126,"[u'Robert De Niro', u'Charles Grodin', u'Yaphet Kotto']",0
779,779,7.6,An American Werewolf in London,R,Comedy,97,"[u'David Naughton', u'Jenny Agutter', u'Joe Belcher']",0
780,780,7.6,The Great Debaters,PG-13,Biography,126,"[u'Denzel Washington', u'Forest Whitaker', u'Kimberly Elise']",0
781,781,7.6,Tucker and Dale vs. Evil,R,Comedy,89,"[u'Tyler Labine', u'Alan Tudyk', u'Katrina Bowden']",0
782,782,7.6,Dead Man Walking,R,Crime,122,"[u'Susan Sarandon', u'Sean Penn', u'Robert Prosky']",0
783,783,7.6,The Piano,R,Drama,121,"[u'Holly Hunter', u'Harvey Keitel', u'Sam Neill']",0
784,784,7.6,The Town,R,Crime,125,"[u'Ben Affleck', u'Rebecca Hall', u'Jon Hamm']",0
785,785,7.6,Rise of the Planet of the Apes,PG-13,Action,105,"[u'James Franco', u'Andy Serkis', u'Freida Pinto']",0
786,786,7.6,Boys Don't Cry,R,Biography,118,"[u'Hilary Swank', u'Chlo\xeb Sevigny', u'Peter Sarsgaard']",0
787,787,7.6,Ice Age,PG,Animation,81,"[u'Denis Leary', u'John Leguizamo', u'Ray Romano']",0
788,788,7.6,Of Mice and Men,PG-13,Drama,115,"[u'John Malkovich', u'Gary Sinise', u'Ray Walston']",0
789,789,7.6,Sideways,R,Comedy,126,"[u'Paul Giamatti', u'Thomas Haden Church', u'Virginia Madsen']",0
790,790,7.6,High Fidelity,R,Comedy,113,"[u'John Cusack', u'Iben Hjejle', u'Todd Louiso']",0
791,791,7.6,The Meaning of Life,R,Comedy,107,"[u'John Cleese', u'Terry Gilliam', u'Eric Idle']",0
792,792,7.6,Hugo,PG,Adventure,126,"[u'Asa Butterfield', u'Chlo\xeb Grace Moretz', u'Christopher Lee']",0
793,793,7.6,Leaving Las Vegas,R,Drama,111,"[u'Nicolas Cage', u'Elisabeth Shue', u'Julian Sands']",0
794,794,7.6,The Evil Dead,NC-17,Horror,85,"[u'Bruce Campbell', u'Ellen Sandweiss', u'Richard DeManincor']",0
795,795,7.6,Collateral,R,Crime,120,"[u'Tom Cruise', u'Jamie Foxx', u'Jada Pinkett Smith']",0
796,796,7.6,"Planes, Trains & Automobiles",R,Comedy,93,"[u'Steve Martin', u'John Candy', u'Laila Robins']",0
797,797,7.6,Hodejegerne,R,Crime,100,"[u'Aksel Hennie', u'Synn\xf8ve Macody Lund', u'Nikolaj Coster-Waldau']",0
798,798,7.6,Field of Dreams,PG,Drama,107,"[u'Kevin Costner', u'James Earl Jones', u'Ray Liotta']",0
799,799,7.6,Batman,PG-13,Action,126,"[u'Michael Keaton', u'Jack Nicholson', u'Kim Basinger']",0
800,800,7.6,Tell No One,UNRATED,Crime,131,"[u'Fran\xe7ois Cluzet', u'Marie-Jos\xe9e Croze', u'Andr\xe9 Dussollier']",0
801,801,7.6,Ghost Dog: The Way of the Samurai,R,Action,116,"[u'Forest Whitaker', u'Henry Silva', u'John Tormey']",0
802,802,7.6,Chaplin,PG-13,Biography,143,"[u'Robert Downey Jr.', u'Geraldine Chaplin', u'Paul Rhys']",0
803,803,7.6,Keith,PG-13,Drama,93,"[u'Elisabeth Harnois', u'Jesse McCartney', u'Margo Harshman']",0
804,804,7.6,Juno,PG-13,Comedy,96,"[u'Ellen Page', u'Michael Cera', u'Jennifer Garner']",0
805,805,7.6,The Assassination of Jesse James by the Coward Robert Ford,R,Biography,160,"[u'Brad Pitt', u'Casey Affleck', u'Sam Shepard']",1
806,806,7.6,The Fisher King,R,Comedy,137,"[u'Jeff Bridges', u'Robin Williams', u'Adam Bryant']",0
807,807,7.6,House of Flying Daggers,PG-13,Action,119,"[u'Ziyi Zhang', u'Takeshi Kaneshiro', u'Andy Lau']",0
808,808,7.6,The Hours,PG-13,Drama,114,"[u'Meryl Streep', u'Nicole Kidman', u'Julianne Moore']",0
809,809,7.6,The Damned United,R,Biography,98,"[u'Colm Meaney', u'Henry Goodman', u'David Roper']",0
810,810,7.6,Star Trek: First Contact,PG-13,Action,111,"[u'Patrick Stewart', u'Jonathan Frakes', u'Brent Spiner']",0
811,811,7.6,The Natural,PG,Drama,138,"[u'Robert Redford', u'Robert Duvall', u'Glenn Close']",0
812,812,7.6,The Hobbit: The Battle of the Five Armies,PG-13,Adventure,144,"[u'Ian McKellen', u'Martin Freeman', u'Richard Armitage']",0
813,813,7.6,Equilibrium,R,Action,107,"[u'Christian Bale', u'Sean Bean', u'Emily Watson']",0
814,814,7.6,August Rush,PG,Drama,114,"[u'Freddie Highmore', u'Keri Russell', u'Jonathan Rhys Meyers']",0
815,815,7.6,Saving Mr. Banks,PG-13,Biography,125,"[u'Emma Thompson', u'Tom Hanks', u'Annie Rose Buckley']",0
816,816,7.6,The Hurricane,R,Biography,146,"[u'Denzel Washington', u'Vicellous Reon Shannon', u'Deborah Kara Unger']",0
817,817,7.6,Jacob's Ladder,R,Drama,113,"[u'Tim Robbins', u'Elizabeth Pe\xf1a', u'Danny Aiello']",0
818,818,7.6,The Curse of the Were-Rabbit,G,Animation,85,"[u'Peter Sallis', u'Helena Bonham Carter', u'Ralph Fiennes']",0
819,819,7.6,Christmas Vacation,PG-13,Comedy,97,"[u'Chevy Chase', u""Beverly D'Angelo"", u'Juliette Lewis']",0
820,820,7.5,"Good Night, and Good Luck.",PG,Drama,93,"[u'David Strathairn', u'George Clooney', u'Patricia Clarkson']",0
821,821,7.5,Straw Dogs,UNRATED,Crime,113,"[u'Dustin Hoffman', u'Susan George', u'Peter Vaughan']",0
822,822,7.5,42,PG-13,Biography,128,"[u'Chadwick Boseman', u'T.R. Knight', u'Harrison Ford']",0
823,823,7.5,Rudy,PG,Biography,114,"[u'Sean Astin', u'Jon Favreau', u'Ned Beatty']",0
824,824,7.5,Sleepers,R,Crime,147,"[u'Robert De Niro', u'Kevin Bacon', u'Brad Pitt']",0
825,825,7.5,The Wind That Shakes the Barley,NOT RATED,Drama,127,"[u'Cillian Murphy', u'Padraic Delaney', u'Liam Cunningham']",0
826,826,7.5,Gangs of New York,R,Crime,167,"[u'Leonardo DiCaprio', u'Cameron Diaz', u'Daniel Day-Lewis']",1
827,827,7.5,Elizabeth,R,Biography,124,"[u'Cate Blanchett', u'Geoffrey Rush', u'Christopher Eccleston']",0
828,828,7.5,Green Street Hooligans,R,Crime,109,"[u'Elijah Wood', u'Charlie Hunnam', u'Claire Forlani']",0
829,829,7.5,Reign Over Me,R,Drama,124,"[u'Adam Sandler', u'Don Cheadle', u'Jada Pinkett Smith']",0
830,830,7.5,RoboCop,R,Action,102,"[u'Peter Weller', u'Nancy Allen', u""Dan O'Herlihy""]",0
831,831,7.5,The Life of David Gale,R,Crime,130,"[u'Kevin Spacey', u'Kate Winslet', u'Laura Linney']",0
832,832,7.5,Life as a House,R,Drama,125,"[u'Hayden Christensen', u'Kevin Kline', u'Kristin Scott Thomas']",0
833,833,7.5,Despicable Me 2,PG,Animation,98,"[u'Steve Carell', u'Kristen Wiig', u'Benjamin Bratt']",0
834,834,7.5,Jackie Brown,R,Crime,154,"[u'Pam Grier', u'Samuel L. Jackson', u'Robert Forster']",1
835,835,7.5,Menace II Society,R,Crime,97,"[u'Tyrin Turner', u'Larenz Tate', u'June Kyoto Lu']",0
836,836,7.5,The Class,PG-13,Drama,128,"[u'Fran\xe7ois B\xe9gaudeau', u'Agame Malembo-Emene', u'Ang\xe9lica Sancio']",0
837,837,7.5,Bullets Over Broadway,R,Comedy,98,"[u'John Cusack', u'Dianne Wiest', u'Jennifer Tilly']",0
838,838,7.5,American Splendor,R,Biography,101,"[u'Paul Giamatti', u'Shari Springer Berman', u'Harvey Pekar']",0
839,839,7.5,Perfume: The Story of a Murderer,R,Crime,147,"[u'Ben Whishaw', u'Dustin Hoffman', u'Alan Rickman']",0
840,840,7.5,Cloud Atlas,R,Drama,172,"[u'Tom Hanks', u'Halle Berry', u'Hugh Grant']",1
841,841,7.5,Marathon Man,R,Crime,125,"[u'Dustin Hoffman', u'Laurence Olivier', u'Roy Scheider']",0
842,842,7.5,Pinocchio,APPROVED,Animation,88,"[u'Dickie Jones', u'Christian Rub', u'Mel Blanc']",0
843,843,7.5,The Painted Veil,PG-13,Drama,125,"[u'Naomi Watts', u'Edward Norton', u'Liev Schreiber']",0
844,844,7.5,A Simple Plan,R,Crime,121,"[u'Bill Paxton', u'Billy Bob Thornton', u'Bridget Fonda']",0
845,845,7.5,The Conjuring,R,Horror,112,"[u'Patrick Wilson', u'Vera Farmiga', u'Ron Livingston']",0
846,846,7.5,The Man Who Knew Too Much,PG,Thriller,120,"[u'James Stewart', u'Doris Day', u'Brenda de Banzie']",0
847,847,7.5,Quiz Show,PG-13,Drama,133,"[u'Ralph Fiennes', u'John Turturro', u'Rob Morrow']",0
848,848,7.5,American Graffiti,PG,Comedy,110,"[u'Richard Dreyfuss', u'Ron Howard', u'Paul Le Mat']",0
849,849,7.5,The Bridges of Madison County,PG-13,Drama,135,"[u'Clint Eastwood', u'Meryl Streep', u'Annie Corley']",0
850,850,7.5,Gallipoli,PG,Adventure,110,"[u'Mel Gibson', u'Mark Lee', u'Bill Kerr']",0
851,851,7.5,L'illusionniste,PG,Animation,80,"[u'Jean-Claude Donda', u'Eilidh Rankin', u'Duncan MacNeil']",0
852,852,7.5,Miracle,PG,Drama,135,"[u'Kurt Russell', u'Patricia Clarkson', u'Nathan West']",0
853,853,7.5,Maria Full of Grace,R,Crime,101,"[u'Catalina Sandino Moreno', u'Guilied Lopez', u'Orlando Tob\xf3n']",0
854,854,7.5,Scott Pilgrim vs. the World,PG-13,Action,112,"[u'Michael Cera', u'Mary Elizabeth Winstead', u'Kieran Culkin']",0
855,855,7.5,Pleasantville,PG-13,Comedy,124,"[u'Tobey Maguire', u'Jeff Daniels', u'Joan Allen']",0
856,856,7.5,Sherlock Holmes: A Game of Shadows,PG-13,Action,129,"[u'Robert Downey Jr.', u'Jude Law', u'Jared Harris']",0
857,857,7.5,Doubt,PG-13,Drama,104,"[u'Meryl Streep', u'Philip Seymour Hoffman', u'Amy Adams']",0
858,858,7.5,The Fly,R,Horror,96,"[u'Jeff Goldblum', u'Geena Davis', u'John Getz']",0
859,859,7.5,The Orphanage,R,Drama,105,"[u'Bel\xe9n Rueda', u'Fernando Cayo', u'Roger Pr\xedncep']",0
860,860,7.5,Malena,R,Drama,109,"[u'Monica Bellucci', u'Giuseppe Sulfaro', u'Luciano Federico']",0
861,861,7.5,Three Days of the Condor,R,Mystery,117,"[u'Robert Redford', u'Faye Dunaway', u'Cliff Robertson']",0
862,862,7.5,[Rec],R,Horror,78,"[u'Manuela Velasco', u'Ferran Terraza', u'Jorge-Yamam Serrano']",0
863,863,7.5,A Perfect World,PG-13,Crime,138,"[u'Kevin Costner', u'Clint Eastwood', u'Laura Dern']",0
864,864,7.5,To Catch a Thief,APPROVED,Mystery,106,"[u'Cary Grant', u'Grace Kelly', u'Jessie Royce Landis']",0
865,865,7.5,Best in Show,PG-13,Comedy,90,"[u'Fred Willard', u'Eugene Levy', u""Catherine O'Hara""]",0
866,866,7.5,Everything Is Illuminated,PG-13,Comedy,106,"[u'Elijah Wood', u'Eugene Hutz', u'Boris Leskin']",0
867,867,7.5,A Nightmare on Elm Street,R,Horror,91,"[u'Heather Langenkamp', u'Johnny Depp', u'Robert Englund']",0
868,868,7.5,The Ice Storm,R,Drama,112,"[u'Kevin Kline', u'Joan Allen', u'Sigourney Weaver']",0
869,869,7.5,X2,PG-13,Action,134,"[u'Patrick Stewart', u'Hugh Jackman', u'Halle Berry']",0
870,870,7.5,We Need to Talk About Kevin,R,Drama,112,"[u'Tilda Swinton', u'John C. Reilly', u'Ezra Miller']",0
871,871,7.5,Felon,R,Crime,104,"[u'Stephen Dorff', u'Marisol Nichols', u'Vincent Miller']",0
