,star rating,title,content rating,genre,duration,actors list,new column,new_column
800,7.6,Field of Dreams,PG,Drama,107,"[u'Kevin Costner', u'James Earl Jones', u'Ray Liotta']",1,1
946,7.4,Far from Heaven,PG-13,Drama,107,"[u'Julianne Moore', u'Dennis Quaid', u'Dennis Haysbert']",1,1
462,7.9,Down by Law,R,Comedy,107,"[u'Tom Waits', u'John Lurie', u'Roberto Benigni']",1,1
382,8.0,In Bruges,R,Comedy,107,"[u'Colin Farrell', u'Brendan Gleeson', u'Ciar\xe1n Hinds']",1,1
281,8.1,The Terminator,R,Action,107,"[u'Arnold Schwarzenegger', u'Linda Hamilton', u'Michael Biehn']",1,1
123,8.3,The General,UNRATED,Action,107,"[u'Buster Keaton', u'Marion Mack', u'Glen Cavender']",1,1
970,7.4,Wonder Boys,R,Drama,107,"[u'Michael Douglas', u'Tobey Maguire', u'Frances McDormand']",1,1
79,8.4,Double Indemnity,PASSED,Crime,107,"[u'Fred MacMurray', u'Barbara Stanwyck', u'Edward G. Robinson']",1,1
815,7.6,Equilibrium,R,Action,107,"[u'Christian Bale', u'Sean Bean', u'Emily Watson']",1,1
915,7.5,Bad Education,NC-17,Crime,106,"[u'Gael Garc\xeda Bernal', u'Fele Mart\xednez', u'Javier C\xe1mara']",1,1
695,7.7,Y Tu Mama Tambien,R,Drama,106,"[u'Maribel Verd\xfa', u'Gael Garc\xeda Bernal', u'Daniel Gim\xe9nez Cacho']",1,1
866,7.5,To Catch a Thief,APPROVED,Mystery,106,"[u'Cary Grant', u'Grace Kelly', u'Jessie Royce Landis']",1,1
632,7.7,Boy A,R,Drama,106,"[u'Andrew Garfield', u'Peter Mullan', u'Shaun Evans']",1,1
868,7.5,Everything Is Illuminated,PG-13,Comedy,106,"[u'Elijah Wood', u'Eugene Hutz', u'Boris Leskin']",1,1
499,7.8,Gattaca,PG-13,Drama,106,"[u'Ethan Hawke', u'Uma Thurman', u'Jude Law']",1,1
235,8.1,Yip Man,R,Action,106,"[u'Donnie Yen', u'Simon Yam', u'Siu-Wong Fan']",1,1
522,7.8,"O Brother, Where Art Thou?",PG-13,Adventure,106,"[u'George Clooney', u'John Turturro', u'Tim Blake Nelson']",1,1
23,8.7,The Usual Suspects,R,Crime,106,"[u'Kevin Spacey', u'Gabriel Byrne', u'Chazz Palminteri']",1,1
887,7.5,The Devil's Backbone,R,Drama,106,"[u'Marisa Paredes', u'Eduardo Noriega', u'Federico Luppi']",1,1
899,7.5,In the Loop,NOT RATED,Comedy,106,"[u'Tom Hollander', u'Peter Capaldi', u'James Gandolfini']",1,1
547,7.8,Finding Neverland,PG,Biography,106,"[u'Johnny Depp', u'Kate Winslet', u'Julie Christie']",1,1
298,8.0,The Graduate,APPROVED,Comedy,106,"[u'Dustin Hoffman', u'Anne Bancroft', u'Katharine Ross']",1,1
280,8.1,Young Frankenstein,PG,Comedy,106,"[u'Gene Wilder', u'Madeline Kahn', u'Marty Feldman']",1,1
144,8.2,It Happened One Night,UNRATED,Comedy,105,"[u'Clark Gable', u'Claudette Colbert', u'Walter Connolly']",1,1
704,7.6,High Plains Drifter,R,Western,105,"[u'Clint Eastwood', u'Verna Bloom', u'Marianna Hill']",1,1
393,8.0,The African Queen,PG,Adventure,105,"[u'Humphrey Bogart', u'Katharine Hepburn', u'Robert Morley']",1,1
951,7.4,Sleepy Hollow,R,Drama,105,"[u'Johnny Depp', u'Christina Ricci', u'Miranda Richardson']",1,1
861,7.5,The Orphanage,R,Drama,105,"[u'Bel\xe9n Rueda', u'Fernando Cayo', u'Roger Pr\xedncep']",1,1
171,8.2,Dial M for Murder,PG,Crime,105,"[u'Ray Milland', u'Grace Kelly', u'Robert Cummings']",1,1
965,7.4,Limitless,PG-13,Mystery,105,"[u'Bradley Cooper', u'Anna Friel', u'Abbie Cornish']",1,1
242,8.1,The Celebration,R,Drama,105,"[u'Ulrich Thomsen', u'Henning Moritzen', u'Thomas Bo Larsen']",1,1
523,7.8,Repulsion,UNRATED,Drama,105,"[u'Catherine Deneuve', u'Ian Hendry', u'John Fraser']",1,1
379,8.0,Edward Scissorhands,PG-13,Drama,105,"[u'Johnny Depp', u'Winona Ryder', u'Dianne Wiest']",1,1
291,8.1,The Return,UNRATED,Drama,105,"[u'Vladimir Garin', u'Ivan Dobronravov', u'Konstantin Lavronenko']",1,1
516,7.8,Ghostbusters,PG,Comedy,105,"[u'Bill Murray', u'Dan Aykroyd', u'Sigourney Weaver']",1,1
507,7.8,In America,PG-13,Drama,105,"[u'Paddy Considine', u'Samantha Morton', u'Djimon Hounsou']",1,1
238,8.1,Before Sunrise,R,Drama,105,"[u'Ethan Hawke', u'Julie Delpy', u'Andrea Eckert']",1,1
787,7.6,Rise of the Planet of the Apes,PG-13,Action,105,"[u'James Franco', u'Andy Serkis', u'Freida Pinto']",1,1
575,7.8,Kramer vs. Kramer,APPROVED,Drama,105,"[u'Dustin Hoffman', u'Meryl Streep', u'Jane Alexander']",1,1
626,7.7,Shine,PG-13,Biography,105,"[u'Geoffrey Rush', u'Armin Mueller-Stahl', u'Justin Braine']",1,1
604,7.7,Mysterious Skin,NC-17,Drama,105,"[u'Brady Corbet', u'Joseph Gordon-Levitt', u'Elisabeth Shue']",1,1
502,7.8,The French Connection,R,Action,104,"[u'Gene Hackman', u'Roy Scheider', u'Fernando Rey']",1,1
653,7.7,Fearless,PG-13,Action,104,"[u'Jet Li', u'Li Sun', u'Yong Dong']",1,1
907,7.5,The Proposition,R,Crime,104,"[u'Ray Winstone', u'Guy Pearce', u'Emily Watson']",1,1
643,7.7,The Visitor,PG-13,Drama,104,"[u'Richard Jenkins', u'Haaz Sleiman', u'Danai Gurira']",1,1
956,7.4,Manhattan Murder Mystery,PG,Comedy,104,"[u'Woody Allen', u'Diane Keaton', u'Jerry Adler']",1,1
890,7.5,"The Adventures of Priscilla, Queen of the Desert",R,Comedy,104,"[u'Hugo Weaving', u'Guy Pearce', u'Terence Stamp']",1,1
926,7.5,Inside Llewyn Davis,R,Drama,104,"[u'Oscar Isaac', u'Carey Mulligan', u'John Goodman']",1,1
736,7.6,The Others,PG-13,Horror,104,"[u'Nicole Kidman', u'Christopher Eccleston', u'Fionnula Flanagan']",1,1
314,8.0,Crimes and Misdemeanors,PG-13,Comedy,104,"[u'Martin Landau', u'Woody Allen', u'Bill Bernstein']",1,1
859,7.5,Doubt,PG-13,Drama,104,"[u'Meryl Streep', u'Philip Seymour Hoffman', u'Amy Adams']",1,1
873,7.5,Felon,R,Crime,104,"[u'Stephen Dorff', u'Marisol Nichols', u'Vincent Miller']",1,1
954,7.4,X-Men,PG-13,Action,104,"[u'Patrick Stewart', u'Hugh Jackman', u'Ian McKellen']",1,1
771,7.6,Braindead,R,Comedy,104,"[u'Timothy Balme', u'Diana Pe\xf1alver', u'Elizabeth Moody']",1,1
265,8.1,Harvey,NOT RATED,Comedy,104,"[u'James Stewart', u'Josephine Hull', u'Peggy Dow']",1,1
669,7.7,Who Framed Roger Rabbit,PG,Animation,104,"[u'Bob Hoskins', u'Christopher Lloyd', u'Joanna Cassidy']",1,1
917,7.5,Begin Again,R,Drama,104,"[u'Keira Knightley', u'Mark Ruffalo', u'Adam Levine']",1,1
949,7.4,Home Alone,PG,Comedy,103,"[u'Macaulay Culkin', u'Joe Pesci', u'Daniel Stern']",1,1
459,7.9,Ferris Bueller's Day Off,PG-13,Comedy,103,"[u'Matthew Broderick', u'Alan Ruck', u'Mia Sara']",1,1
295,8.1,The Truman Show,PG,Drama,103,"[u'Jim Carrey', u'Ed Harris', u'Laura Linney']",1,1
450,7.9,My Left Foot,R,Biography,103,"[u'Daniel Day-Lewis', u'Brenda Fricker', u'Alison Whelan']",1,1
461,7.9,Kiki's Delivery Service,G,Animation,103,"[u'Kirsten Dunst', u'Minami Takayama', u'Rei Sakuma']",1,1
94,8.4,Singin' in the Rain,APPROVED,Comedy,103,"[u'Gene Kelly', u""Donald O'Connor"", u'Debbie Reynolds']",1,1
81,8.4,Toy Story 3,G,Animation,103,"[u'Tom Hanks', u'Tim Allen', u'Joan Cusack']",1,1
655,7.7,Saw,R,Horror,103,"[u'Cary Elwes', u'Leigh Whannell', u'Danny Glover']",1,1
675,7.7,Kiss Kiss Bang Bang,R,Action,103,"[u'Robert Downey Jr.', u'Val Kilmer', u'Michelle Monaghan']",1,1
370,8.0,Hannah and Her Sisters,PG-13,Comedy,103,"[u'Mia Farrow', u'Dianne Wiest', u'Michael Caine']",1,1
243,8.1,"Spring, Summer, Fall, Winter... and Spring",R,Drama,103,"[u'Ki-duk Kim', u'Yeong-su Oh', u'Jong-ho Kim']",1,1
960,7.4,The Way Way Back,PG-13,Comedy,103,"[u'Steve Carell', u'Toni Collette', u'Allison Janney']",1,1
911,7.5,Transamerica,R,Adventure,103,"[u'Felicity Huffman', u'Kevin Zegers', u'Fionnula Flanagan']",1,1
729,7.6,The Crow,R,Action,102,"[u'Brandon Lee', u'Michael Wincott', u'Rochelle Davis']",1,1
832,7.5,RoboCop,R,Action,102,"[u'Peter Weller', u'Nancy Allen', u""Dan O'Herlihy""]",1,1
32,8.6,Casablanca,PG,Drama,102,"[u'Humphrey Bogart', u'Ingrid Bergman', u'Paul Henreid']",1,1
515,7.8,Dirty Harry,R,Action,102,"[u'Clint Eastwood', u'Andrew Robinson', u'Harry Guardino']",1,1
752,7.6,Garden State,R,Comedy,102,"[u'Zach Braff', u'Peter Sarsgaard', u'Natalie Portman']",1,1
395,7.9,Big Hero 6,PG,Animation,102,"[u'Ryan Potter', u'Scott Adsit', u'Jamie Chung']",1,1
610,7.7,Enter the Dragon,R,Action,102,"[u'Bruce Lee', u'John Saxon', u'Jim Kelly']",1,1
664,7.7,Frozen,PG,Animation,102,"[u'Kristen Bell', u'Idina Menzel', u'Jonathan Groff']",1,1
285,8.1,Bringing Up Baby,APPROVED,Comedy,102,"[u'Katharine Hepburn', u'Cary Grant', u'Charles Ruggles']",1,1
224,8.1,The Wizard of Oz,PASSED,Adventure,102,"[u'Judy Garland', u'Frank Morgan', u'Ray Bolger']",1,1
650,7.7,Dazed and Confused,R,Comedy,102,"[u'Jason London', u'Wiley Wiggins', u'Matthew McConaughey']",1,1
106,8.3,Snatch.,R,Comedy,102,"[u'Jason Statham', u'Brad Pitt', u'Benicio Del Toro']",1,1
84,8.4,Requiem for a Dream,R,Drama,102,"[u'Ellen Burstyn', u'Jared Leto', u'Jennifer Connelly']",1,1
717,7.6,The Legend of Drunken Master,R,Action,102,"[u'Jackie Chan', u'Ho-Sung Pak', u'Lung Ti']",1,1
381,8.0,How to Train Your Dragon 2,PG,Animation,102,"[u'Jay Baruchel', u'Cate Blanchett', u'Gerard Butler']",1,1
279,8.1,The Perks of Being a Wallflower,PG-13,Drama,102,"[u'Logan Lerman', u'Emma Watson', u'Ezra Miller']",1,1
897,7.5,Calvary,R,Drama,102,"[u'Brendan Gleeson', u""Chris O'Dowd"", u'Kelly Reilly']",1,1
953,7.4,The NeverEnding Story,PG,Adventure,102,"[u'Noah Hathaway', u'Barret Oliver', u'Tami Stronach']",1,1
327,8.0,The Adventures of Robin Hood,PG,Action,102,"[u'Errol Flynn', u'Olivia de Havilland', u'Basil Rathbone']",1,1
732,7.6,American Psycho,R,Crime,102,"[u'Christian Bale', u'Justin Theroux', u'Josh Lucas']",1,1
874,7.5,Still Alice,PG-13,Drama,101,"[u'Julianne Moore', u'Alec Baldwin', u'Kristen Stewart']",1,1
521,7.8,Belle de Jour,APPROVED,Drama,101,"[u'Catherine Deneuve', u'Jean Sorel', u'Michel Piccoli']",1,1
680,7.7,Whale Rider,PG-13,Drama,101,"[u'Keisha Castle-Hughes', u'Rawiri Paratene', u'Vicky Haughton']",1,1
543,7.8,Lost in Translation,R,Drama,101,"[u'Bill Murray', u'Scarlett Johansson', u'Giovanni Ribisi']",1,1
200,8.1,Le Samourai,PG,Crime,101,"[u'Alain Delon', u'Nathalie Delon', u'Fran\xe7ois P\xe9rier']",1,1
565,7.8,The Sandlot,PG,Comedy,101,"[u'Tom Guiry', u'Mike Vitar', u'Patrick Renna']",1,1
855,7.5,Maria Full of Grace,R,Crime,101,"[u'Catalina Sandino Moreno', u'Guilied Lopez', u'Orlando Tob\xf3n']",1,1
937,7.4,Labyrinth,PG,Adventure,101,"[u'David Bowie', u'Jennifer Connelly', u'Toby Froud']",1,1
275,8.1,Groundhog Day,PG,Comedy,101,"[u'Bill Murray', u'Andie MacDowell', u'Chris Elliott']",1,1
652,7.7,This Is England,UNRATED,Crime,101,"[u'Thomas Turgoose', u'Stephen Graham', u'Jo Hartley']",1,1
589,7.7,The Machinist,R,Drama,101,"[u'Christian Bale', u'Jennifer Jason Leigh', u'Aitana S\xe1nchez-Gij\xf3n']",1,1
237,8.1,Notorious,APPROVED,Drama,101,"[u'Cary Grant', u'Ingrid Bergman', u'Claude Rains']",1,1
518,7.8,Wreck-It Ralph,PG,Animation,101,"[u'John C. Reilly', u'Jack McBrayer', u'Jane Lynch']",1,1
212,8.1,Infernal Affairs,R,Crime,101,"[u'Andy Lau', u'Tony Chiu Wai Leung', u'Anthony Chau-Sang Wong']",1,1
625,7.7,Ponyo,G,Animation,101,"[u'Cate Blanchett', u'Matt Damon', u'Liam Neeson']",1,1
840,7.5,American Splendor,R,Biography,101,"[u'Paul Giamatti', u'Shari Springer Berman', u'Harvey Pekar']",1,1
229,8.1,Strangers on a Train,APPROVED,Crime,101,"[u'Farley Granger', u'Robert Walker', u'Ruth Roman']",1,1
740,7.6,The Raid: Redemption,R,Action,101,"[u'Iko Uwais', u'Ananda George', u'Ray Sahetapy']",1,1
416,7.9,All About My Mother,R,Drama,101,"[u'Cecilia Roth', u'Marisa Paredes', u'Candela Pe\xf1a']",1,1
454,7.9,Little Miss Sunshine,R,Adventure,101,"[u'Steve Carell', u'Toni Collette', u'Greg Kinnear']",1,1
799,7.6,Hodejegerne,R,Crime,100,"[u'Aksel Hennie', u'Synn\xf8ve Macody Lund', u'Nikolaj Coster-Waldau']",1,1
666,7.7,Eastern Promises,R,Crime,100,"[u'Naomi Watts', u'Viggo Mortensen', u'Armin Mueller-Stahl']",1,1
494,7.8,The Lego Movie,PG,Animation,100,"[u'Chris Pratt', u'Will Ferrell', u'Elizabeth Banks']",1,1
412,7.9,Key Largo,UNRATED,Crime,100,"[u'Humphrey Bogart', u'Edward G. Robinson', u'Lauren Bacall']",1,1
492,7.8,Drive,R,Crime,100,"[u'Ryan Gosling', u'Carey Mulligan', u'Bryan Cranston']",1,1
657,7.7,Coraline,PG,Animation,100,"[u'Dakota Fanning', u'Teri Hatcher', u'John Hodgman']",1,1
597,7.7,50/50,R,Comedy,100,"[u'Joseph Gordon-Levitt', u'Seth Rogen', u'Anna Kendrick']",1,1
583,7.8,Dark City,R,Mystery,100,"[u'Rufus Sewell', u'Kiefer Sutherland', u'Jennifer Connelly']",1,1
192,8.2,Finding Nemo,G,Animation,100,"[u'Albert Brooks', u'Ellen DeGeneres', u'Alexander Gould']",1,1
376,8.0,King Kong,UNRATED,Adventure,100,"[u'Fay Wray', u'Robert Armstrong', u'Bruce Cabot']",1,1
463,7.9,Glengarry Glen Ross,R,Drama,100,"[u'Al Pacino', u'Jack Lemmon', u'Alec Baldwin']",1,1
519,7.8,The Hangover,R,Comedy,100,"[u'Zach Galifianakis', u'Bradley Cooper', u'Justin Bartha']",1,1
169,8.2,The Maltese Falcon,NOT RATED,Crime,100,"[u'Humphrey Bogart', u'Mary Astor', u'Gladys George']",1,1
497,7.8,Willy Wonka & the Chocolate Factory,G,Family,100,"[u'Gene Wilder', u'Jack Albertson', u'Peter Ostrum']",1,1
929,7.5,Say Anything...,PG-13,Comedy,100,"[u'John Cusack', u'Ione Skye', u'John Mahoney']",1,1
356,8.0,The Artist,PG-13,Comedy,100,"[u'Jean Dujardin', u'B\xe9r\xe9nice Bejo', u'John Goodman']",1,1
471,7.8,Tangled,PG,Animation,100,"[u'Mandy Moore', u'Zachary Levi', u'Donna Murphy']",1,1
552,7.8,Kung Fu Hustle,R,Action,99,"[u'Stephen Chow', u'Wah Yuen', u'Qiu Yuen']",1,1
276,8.1,A Fistful of Dollars,R,Action,99,"[u'Clint Eastwood', u'Gian Maria Volont\xe9', u'Marianne Koch']",1,1
247,8.1,Three Colors: Red,R,Drama,99,"[u'Ir\xe8ne Jacob', u'Jean-Louis Trintignant', u'Fr\xe9d\xe9rique Feder']",1,1
599,7.7,Delicatessen,R,Comedy,99,"[u'Marie-Laure Dougnac', u'Dominique Pinon', u'Pascal Benezech']",1,1
903,7.5,Heavenly Creatures,R,Biography,99,"[u'Melanie Lynskey', u'Kate Winslet', u'Sarah Peirse']",1,1
651,7.7,Blood Simple.,R,Crime,99,"[u'John Getz', u'Frances McDormand', u'Dan Hedaya']",1,1
214,8.1,The Grand Budapest Hotel,R,Adventure,99,"[u'Ralph Fiennes', u'F. Murray Abraham', u'Mathieu Amalric']",1,1
962,7.4,Driving Miss Daisy,PG,Comedy,99,"[u'Morgan Freeman', u'Jessica Tandy', u'Dan Aykroyd']",1,1
352,8.0,Shaun of the Dead,R,Comedy,99,"[u'Simon Pegg', u'Nick Frost', u'Kate Ashfield']",1,1
403,7.9,Ying xiong,PG-13,Action,99,"[u'Jet Li', u'Tony Chiu Wai Leung', u'Maggie Cheung']",1,1
178,8.2,The 400 Blows,NOT RATED,Crime,99,"[u'Jean-Pierre L\xe9aud', u'Albert R\xe9my', u'Claire Maurier']",1,1
90,8.4,Reservoir Dogs,R,Crime,99,"[u'Harvey Keitel', u'Tim Roth', u'Michael Madsen']",1,1
63,8.4,M,NOT RATED,Crime,99,"[u'Peter Lorre', u'Ellen Widmann', u'Inge Landgut']",1,1
774,7.6,A Single Man,R,Drama,99,"[u'Colin Firth', u'Julianne Moore', u'Matthew Goode']",1,1
737,7.6,The Party,PG,Comedy,99,"[u'Peter Sellers', u'Claudine Longet', u'Natalia Borisova']",1,1
957,7.4,National Lampoon's Vacation,R,Comedy,98,"[u'Chevy Chase', u""Beverly D'Angelo"", u'Imogene Coca']",1,1
453,7.9,Toki o kakeru shojo,NOT RATED,Animation,98,"[u'Riisa Naka', u'Takuya Ishida', u'Mitsutaka Itakura']",1,1
835,7.5,Despicable Me 2,PG,Animation,98,"[u'Steve Carell', u'Kristen Wiig', u'Benjamin Bratt']",1,1
345,8.0,No Man's Land,R,Drama,98,"[u'Branko Djuric', u'Rene Bitorajac', u'Filip Sovagovic']",1,1
811,7.6,The Damned United,R,Biography,98,"[u'Colm Meaney', u'Henry Goodman', u'David Roper']",1,1
363,8.0,Three Colors: Blue,R,Drama,98,"[u'Juliette Binoche', u'Zbigniew Zamachowski', u'Julie Delpy']",1,1
747,7.6,The Counterfeiters,R,Crime,98,"[u'Karl Markovics', u'August Diehl', u'Devid Striesow']",1,1
592,7.7,Detachment,NOT RATED,Drama,98,"[u'Adrien Brody', u'Christina Hendricks', u'Marcia Gay Harden']",1,1
682,7.7,Philomena,PG-13,Biography,98,"[u'Judi Dench', u'Steve Coogan', u'Sophie Kennedy Clark']",1,1
160,8.2,How to Train Your Dragon,PG,Animation,98,"[u'Jay Baruchel', u'Gerard Butler', u'Christopher Mintz-Plasse']",1,1
64,8.4,WALL-E,G,Animation,98,"[u'Ben Burtt', u'Elissa Knight', u'Jeff Garlin']",1,1
250,8.1,In the Mood for Love,PG,Drama,98,"[u'Tony Chiu Wai Leung', u'Maggie Cheung', u'Ping Lam Siu']",1,1
234,8.1,La Haine,NOT RATED,Crime,98,"[u'Vincent Cassel', u'Hubert Kound\xe9', u'Sa\xefd Taghmaoui']",1,1
176,8.2,Fargo,R,Crime,98,"[u'William H. Macy', u'Frances McDormand', u'Steve Buscemi']",1,1
232,8.1,Chungking Express,PG-13,Drama,98,"[u'Brigitte Lin', u'Takeshi Kaneshiro', u'Tony Chiu Wai Leung']",1,1
179,8.2,The Princess Bride,PG,Adventure,98,"[u'Cary Elwes', u'Mandy Patinkin', u'Robin Wright']",1,1
619,7.7,Forbidden Planet,PASSED,Action,98,"[u'Walter Pidgeon', u'Anne Francis', u'Leslie Nielsen']",1,1
839,7.5,Bullets Over Broadway,R,Comedy,98,"[u'John Cusack', u'Dianne Wiest', u'Jennifer Tilly']",1,1
837,7.5,Menace II Society,R,Crime,97,"[u'Tyrin Turner', u'Larenz Tate', u'June Kyoto Lu']",1,1
371,8.0,Moon,R,Drama,97,"[u'Sam Rockwell', u'Kevin Spacey', u'Dominique McElligott']",1,1
781,7.6,An American Werewolf in London,R,Comedy,97,"[u'David Naughton', u'Jenny Agutter', u'Joe Belcher']",1,1
399,7.9,The Breakfast Club,R,Comedy,97,"[u'Emilio Estevez', u'Judd Nelson', u'Molly Ringwald']",1,1
928,7.5,Clerks II,R,Comedy,97,"[u""Brian O'Halloran"", u'Jeff Anderson', u'Rosario Dawson']",1,1
821,7.6,Christmas Vacation,PG-13,Comedy,97,"[u'Chevy Chase', u""Beverly D'Angelo"", u'Juliette Lewis']",1,1
663,7.7,After Hours,R,Comedy,97,"[u'Griffin Dunne', u'Rosanna Arquette', u'Verna Bloom']",1,1
439,7.9,The Chorus,PG-13,Drama,97,"[u'G\xe9rard Jugnot', u'Fran\xe7ois Berl\xe9and', u'Jean-Baptiste Maunier']",1,1
943,7.4,The Bucket List,PG-13,Adventure,97,"[u'Jack Nicholson', u'Morgan Freeman', u'Sean Hayes']",1,1
939,7.4,Predestination,R,Drama,97,"[u'Ethan Hawke', u'Sarah Snook', u'Noah Taylor']",1,1
959,7.4,Deconstructing Harry,R,Comedy,96,"[u'Woody Allen', u'Judy Davis', u'Julia Louis-Dreyfus']",1,1
860,7.5,The Fly,R,Horror,96,"[u'Jeff Goldblum', u'Geena Davis', u'John Getz']",1,1
5,8.9,12 Angry Men,NOT RATED,Drama,96,"[u'Henry Fonda', u'Lee J. Cobb', u'Martin Balsam']",1,1
883,7.5,A History of Violence,R,Crime,96,"[u'Viggo Mortensen', u'Maria Bello', u'Ed Harris']",1,1
353,8.0,Night of the Living Dead,UNRATED,Horror,96,"[u'Duane Jones', u""Judith O'Dea"", u'Karl Hardman']",1,1
763,7.6,Hunger,NOT RATED,Biography,96,"[u'Stuart Graham', u'Laine Megaw', u'Brian Milligan']",1,1
358,8.0,The Lady Vanishes,PASSED,Comedy,96,"[u'Margaret Lockwood', u'Michael Redgrave', u'Paul Lukas']",1,1
806,7.6,Juno,PG-13,Comedy,96,"[u'Ellen Page', u'Michael Cera', u'Jennifer Garner']",1,1
334,8.0,Short Term 12,R,Drama,96,"[u'Brie Larson', u'Frantz Turner', u'John Gallagher Jr.']",1,1
719,7.6,When Harry Met Sally...,R,Comedy,96,"[u'Billy Crystal', u'Meg Ryan', u'Carrie Fisher']",1,1
134,8.3,The Seventh Seal,NOT RATED,Drama,96,"[u'Max von Sydow', u'Gunnar Bj\xf6rnstrand', u'Bengt Ekerot']",1,1
451,7.9,Miracle on 34th Street,APPROVED,Comedy,96,"[u'Edmund Gwenn', u""Maureen O'Hara"", u'John Payne']",1,1
419,7.9,Stagecoach,NOT RATED,Adventure,96,"[u'John Wayne', u'Claire Trevor', u'Andy Devine']",1,1
305,8.0,Persepolis,PG-13,Animation,96,"[u'Chiara Mastroianni', u'Catherine Deneuve', u'Gena Rowlands']",1,1
319,8.0,Manhattan,R,Comedy,96,"[u'Woody Allen', u'Diane Keaton', u'Mariel Hemingway']",1,1
126,8.3,Up,PG,Animation,96,"[u'Edward Asner', u'Jordan Nagai', u'John Ratzenberger']",1,1
308,8.0,Pink Floyd The Wall,R,Animation,95,"[u'Bob Geldof', u'Christine Hargreaves', u'James Laurenson']",1,1
542,7.8,(500) Days of Summer,PG-13,Comedy,95,"[u'Zooey Deschanel', u'Joseph Gordon-Levitt', u'Geoffrey Arend']",1,1
175,8.2,Touch of Evil,PG-13,Crime,95,"[u'Charlton Heston', u'Orson Welles', u'Janet Leigh']",1,1
715,7.6,Man Bites Dog,NC-17,Comedy,95,"[u'Beno\xeet Poelvoorde', u'Jacqueline Poelvoorde-Pappaert', u'Nelly Pappaert']",1,1
128,8.3,The Gold Rush,NOT RATED,Adventure,95,"[u'Charles Chaplin', u'Mack Swain', u'Tom Murray']",1,1
48,8.5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,PG,Comedy,95,"[u'Peter Sellers', u'George C. Scott', u'Sterling Hayden']",1,1
617,7.7,Despicable Me,PG,Animation,95,"[u'Steve Carell', u'Jason Segel', u'Russell Brand']",1,1
425,7.9,Badlands,PG,Crime,94,"[u'Martin Sheen', u'Sissy Spacek', u'Warren Oates']",1,1
266,8.1,A Christmas Story,PG,Comedy,94,"[u'Peter Billingsley', u'Melinda Dillon', u'Darren McGavin']",1,1
510,7.8,Moonrise Kingdom,PG-13,Adventure,94,"[u'Jared Gilman', u'Kara Hayward', u'Bruce Willis']",1,1
503,7.8,The Boy in the Striped Pajamas,PG-13,Drama,94,"[u'Asa Butterfield', u'David Thewlis', u'Rupert Friend']",1,1
501,7.8,Porco Rosso,PG,Animation,94,"[u'Sh\xfbichir\xf4 Moriyama', u'Tokiko Kat\xf4', u'Sanshi Katsura']",1,1
347,8.0,Days of Heaven,PG,Drama,94,"[u'Richard Gere', u'Brooke Adams', u'Sam Shepard']",1,1
667,7.7,Midnight in Paris,PG-13,Comedy,94,"[u'Owen Wilson', u'Rachel McAdams', u'Kathy Bates']",1,1
674,7.7,The Secret World of Arrietty,G,Animation,94,"[u'Bridgit Mendler', u'Amy Poehler', u'Will Arnett']",1,1
698,7.6,127 Hours,R,Adventure,94,"[u'James Franco', u'Amber Tamblyn', u'Kate Mara']",1,1
172,8.2,Trainspotting,R,Drama,94,"[u'Ewan McGregor', u'Ewen Bremner', u'Jonny Lee Miller']",1,1
942,7.4,Raising Arizona,PG-13,Comedy,94,"[u'Nicolas Cage', u'Holly Hunter', u'Trey Wilson']",1,1
465,7.9,Adam's Apples,R,Comedy,94,"[u'Ulrich Thomsen', u'Mads Mikkelsen', u'Nicolas Bro']",1,1
744,7.6,Mad Max 2: The Road Warrior,R,Action,94,"[u'Mel Gibson', u'Bruce Spence', u'Michael Preston']",1,1
190,8.2,Life of Brian,R,Comedy,94,"[u'Graham Chapman', u'John Cleese', u'Michael Palin']",1,1
685,7.7,First Blood,R,Action,93,"[u'Sylvester Stallone', u'Brian Dennehy', u'Richard Crenna']",1,1
894,7.5,Source Code,PG-13,Mystery,93,"[u'Jake Gyllenhaal', u'Michelle Monaghan', u'Vera Farmiga']",1,1
588,7.7,Rushmore,R,Comedy,93,"[u'Jason Schwartzman', u'Bill Murray', u'Olivia Williams']",1,1
593,7.7,Love Me If You Dare,R,Comedy,93,"[u'Guillaume Canet', u'Marion Cotillard', u'Thibault Verhaeghe']",1,1
545,7.8,Blazing Saddles,R,Comedy,93,"[u'Cleavon Little', u'Gene Wilder', u'Slim Pickens']",1,1
87,8.4,Bicycle Thieves,NOT RATED,Drama,93,"[u'Lamberto Maggiorani', u'Enzo Staiola', u'Lianella Carell']",1,1
168,8.2,Hachi: A Dog's Tale,G,Drama,93,"[u'Richard Gere', u'Joan Allen', u'Cary-Hiroyuki Tagawa']",1,1
328,8.0,"Aguirre, the Wrath of God",NOT RATED,Adventure,93,"[u'Klaus Kinski', u'Ruy Guerra', u'Helena Rojo']",1,1
822,7.5,"Good Night, and Good Luck.",PG,Drama,93,"[u'David Strathairn', u'George Clooney', u'Patricia Clarkson']",1,1
805,7.6,Keith,PG-13,Drama,93,"[u'Elisabeth Harnois', u'Jesse McCartney', u'Margo Harshman']",1,1
798,7.6,"Planes, Trains & Automobiles",R,Comedy,93,"[u'Steve Martin', u'John Candy', u'Laila Robins']",1,1
